indicator_id,census_tract_id,sub_group_indicator_name,year,value
1,817500,mean_ind_ala,2017,-666666666
1,817700,mean_ind_ala,2017,-666666666
1,817900,mean_ind_ala,2017,-666666666
1,821401,mean_ind_ala,2017,-666666666
1,820104,mean_ind_ala,2017,-999999999
1,140602,mean_ind_ala,2017,-666666666
1,140301,mean_ind_ala,2017,34622
1,140302,mean_ind_ala,2017,-666666666
1,140601,mean_ind_ala,2017,-666666666
1,140701,mean_ind_ala,2017,-999999999
1,140702,mean_ind_ala,2017,-666666666
1,150401,mean_ind_ala,2017,13654
1,150402,mean_ind_ala,2017,-666666666
1,210502,mean_ind_ala,2017,-999999999
1,210601,mean_ind_ala,2017,-999999999
1,210602,mean_ind_ala,2017,-666666666
1,220601,mean_ind_ala,2017,26111
1,220602,mean_ind_ala,2017,-999999999
1,220701,mean_ind_ala,2017,-999999999
1,220702,mean_ind_ala,2017,-666666666
1,220901,mean_ind_ala,2017,-666666666
1,220902,mean_ind_ala,2017,-999999999
1,252101,mean_ind_ala,2017,-666666666
1,252102,mean_ind_ala,2017,-666666666
1,252201,mean_ind_ala,2017,-666666666
1,252202,mean_ind_ala,2017,-666666666
1,301701,mean_ind_ala,2017,-666666666
1,301702,mean_ind_ala,2017,-666666666
1,301801,mean_ind_ala,2017,-999999999
1,301802,mean_ind_ala,2017,-999999999
1,301803,mean_ind_ala,2017,-666666666
1,826902,mean_ind_ala,2017,-999999999
1,510200,mean_ind_ala,2017,-666666666
1,570500,mean_ind_ala,2017,-666666666
1,600600,mean_ind_ala,2017,-999999999
1,611200,mean_ind_ala,2017,-999999999
1,640800,mean_ind_ala,2017,-666666666
1,670900,mean_ind_ala,2017,-666666666
1,691300,mean_ind_ala,2017,-666666666
1,430700,mean_ind_ala,2017,-666666666
1,490400,mean_ind_ala,2017,-666666666
1,824106,mean_ind_ala,2017,-666666666
1,806802,mean_ind_ala,2017,-999999999
1,809400,mean_ind_ala,2017,-999999999
1,817600,mean_ind_ala,2017,-666666666
1,818402,mean_ind_ala,2017,-666666666
1,826303,mean_ind_ala,2017,-666666666
1,827300,mean_ind_ala,2017,-666666666
1,828503,mean_ind_ala,2017,-666666666
1,640400,mean_ind_ala,2017,-666666666
1,660400,mean_ind_ala,2017,-666666666
1,660800,mean_ind_ala,2017,-666666666
1,671300,mean_ind_ala,2017,-666666666
1,825302,mean_ind_ala,2017,-666666666
1,826500,mean_ind_ala,2017,-666666666
1,826700,mean_ind_ala,2017,-666666666
1,827100,mean_ind_ala,2017,-666666666
1,828000,mean_ind_ala,2017,-999999999
1,828202,mean_ind_ala,2017,-666666666
1,829302,mean_ind_ala,2017,-666666666
1,300900,mean_ind_ala,2017,-999999999
1,301200,mean_ind_ala,2017,11364
1,817102,mean_ind_ala,2017,-666666666
1,817300,mean_ind_ala,2017,-666666666
1,819100,mean_ind_ala,2017,-666666666
1,819600,mean_ind_ala,2017,-666666666
1,827804,mean_ind_ala,2017,-666666666
1,827500,mean_ind_ala,2017,-999999999
1,827801,mean_ind_ala,2017,-666666666
1,828506,mean_ind_ala,2017,-666666666
1,829100,mean_ind_ala,2017,-999999999
1,829500,mean_ind_ala,2017,-666666666
1,804804,mean_ind_ala,2017,-999999999
1,805105,mean_ind_ala,2017,-666666666
1,805108,mean_ind_ala,2017,-999999999
1,805701,mean_ind_ala,2017,-666666666
1,805702,mean_ind_ala,2017,-666666666
1,806801,mean_ind_ala,2017,-666666666
1,807300,mean_ind_ala,2017,-999999999
1,808002,mean_ind_ala,2017,-666666666
1,808900,mean_ind_ala,2017,-666666666
1,320600,mean_ind_ala,2017,-666666666
1,350400,mean_ind_ala,2017,-666666666
1,804810,mean_ind_ala,2017,-666666666
1,804901,mean_ind_ala,2017,-666666666
1,805301,mean_ind_ala,2017,-666666666
1,805302,mean_ind_ala,2017,-666666666
1,805402,mean_ind_ala,2017,-999999999
1,806300,mean_ind_ala,2017,-999999999
1,807100,mean_ind_ala,2017,-999999999
1,808200,mean_ind_ala,2017,24091
1,808500,mean_ind_ala,2017,-666666666
1,812900,mean_ind_ala,2017,-666666666
1,813100,mean_ind_ala,2017,-666666666
1,813200,mean_ind_ala,2017,-666666666
1,813400,mean_ind_ala,2017,12501
1,814100,mean_ind_ala,2017,-999999999
1,291600,mean_ind_ala,2017,-666666666
1,292400,mean_ind_ala,2017,-666666666
1,301100,mean_ind_ala,2017,51162
1,301600,mean_ind_ala,2017,17406
1,310300,mean_ind_ala,2017,-999999999
1,320100,mean_ind_ala,2017,-999999999
1,330100,mean_ind_ala,2017,-666666666
1,10300,mean_ind_ala,2017,-666666666
1,50800,mean_ind_ala,2017,-666666666
1,50900,mean_ind_ala,2017,-666666666
1,51100,mean_ind_ala,2017,-666666666
1,490300,mean_ind_ala,2017,-666666666
1,490700,mean_ind_ala,2017,-666666666
1,251900,mean_ind_ala,2017,-666666666
1,821101,mean_ind_ala,2017,-666666666
1,820202,mean_ind_ala,2017,-999999999
1,820300,mean_ind_ala,2017,-666666666
1,821102,mean_ind_ala,2017,-666666666
1,821300,mean_ind_ala,2017,16102
1,260500,mean_ind_ala,2017,-999999999
1,825802,mean_ind_ala,2017,5690
1,827600,mean_ind_ala,2017,-999999999
1,827805,mean_ind_ala,2017,-666666666
1,828201,mean_ind_ala,2017,-666666666
1,809600,mean_ind_ala,2017,-666666666
1,810400,mean_ind_ala,2017,-666666666
1,810600,mean_ind_ala,2017,-666666666
1,810900,mean_ind_ala,2017,-666666666
1,811301,mean_ind_ala,2017,-666666666
1,811302,mean_ind_ala,2017,1225
1,812100,mean_ind_ala,2017,-999999999
1,813500,mean_ind_ala,2017,-999999999
1,813600,mean_ind_ala,2017,-666666666
1,818200,mean_ind_ala,2017,-999999999
1,818900,mean_ind_ala,2017,-666666666
1,280400,mean_ind_ala,2017,-666666666
1,292200,mean_ind_ala,2017,-666666666
1,300500,mean_ind_ala,2017,-999999999
1,300600,mean_ind_ala,2017,20300
1,310700,mean_ind_ala,2017,-666666666
1,580100,mean_ind_ala,2017,16995
1,580600,mean_ind_ala,2017,30226
1,804607,mean_ind_ala,2017,-666666666
1,804709,mean_ind_ala,2017,-666666666
1,805001,mean_ind_ala,2017,-666666666
1,805110,mean_ind_ala,2017,-666666666
1,805201,mean_ind_ala,2017,-999999999
1,805202,mean_ind_ala,2017,-999999999
1,830202,mean_ind_ala,2017,-999999999
1,828402,mean_ind_ala,2017,-666666666
1,828601,mean_ind_ala,2017,-666666666
1,830003,mean_ind_ala,2017,-666666666
1,830100,mean_ind_ala,2017,-666666666
1,830300,mean_ind_ala,2017,-666666666
1,640300,mean_ind_ala,2017,-999999999
1,650500,mean_ind_ala,2017,20236
1,670400,mean_ind_ala,2017,-666666666
1,680900,mean_ind_ala,2017,-666666666
1,681100,mean_ind_ala,2017,-999999999
1,681300,mean_ind_ala,2017,-666666666
1,690400,mean_ind_ala,2017,-999999999
1,700200,mean_ind_ala,2017,-999999999
1,711500,mean_ind_ala,2017,-666666666
1,730600,mean_ind_ala,2017,-999999999
1,740200,mean_ind_ala,2017,-999999999
1,750100,mean_ind_ala,2017,-666666666
1,750200,mean_ind_ala,2017,-999999999
1,750300,mean_ind_ala,2017,-666666666
1,750400,mean_ind_ala,2017,-666666666
1,770500,mean_ind_ala,2017,-999999999
1,800400,mean_ind_ala,2017,-666666666
1,820201,mean_ind_ala,2017,-666666666
1,821200,mean_ind_ala,2017,-999999999
1,821600,mean_ind_ala,2017,-666666666
1,821700,mean_ind_ala,2017,-666666666
1,822102,mean_ind_ala,2017,-666666666
1,222600,mean_ind_ala,2017,-666666666
1,230800,mean_ind_ala,2017,-999999999
1,240700,mean_ind_ala,2017,-666666666
1,241000,mean_ind_ala,2017,-666666666
1,241100,mean_ind_ala,2017,-666666666
1,242000,mean_ind_ala,2017,-666666666
1,242100,mean_ind_ala,2017,-666666666
1,250600,mean_ind_ala,2017,-666666666
1,251100,mean_ind_ala,2017,-666666666
1,836300,mean_ind_ala,2017,-666666666
1,836400,mean_ind_ala,2017,-666666666
1,836500,mean_ind_ala,2017,-666666666
1,836600,mean_ind_ala,2017,-999999999
1,836700,mean_ind_ala,2017,-666666666
1,836800,mean_ind_ala,2017,-666666666
1,836900,mean_ind_ala,2017,-666666666
1,837000,mean_ind_ala,2017,-666666666
1,837100,mean_ind_ala,2017,-666666666
1,837300,mean_ind_ala,2017,-666666666
1,837400,mean_ind_ala,2017,-666666666
1,837800,mean_ind_ala,2017,-666666666
1,838000,mean_ind_ala,2017,-666666666
1,838100,mean_ind_ala,2017,-666666666
1,838200,mean_ind_ala,2017,-666666666
1,838300,mean_ind_ala,2017,-666666666
1,838600,mean_ind_ala,2017,-666666666
1,838700,mean_ind_ala,2017,-666666666
1,838800,mean_ind_ala,2017,-666666666
1,839000,mean_ind_ala,2017,-666666666
1,839100,mean_ind_ala,2017,-666666666
1,839200,mean_ind_ala,2017,-666666666
1,839500,mean_ind_ala,2017,-666666666
1,839600,mean_ind_ala,2017,-666666666
1,839700,mean_ind_ala,2017,-999999999
1,839800,mean_ind_ala,2017,-666666666
1,839900,mean_ind_ala,2017,-999999999
1,840000,mean_ind_ala,2017,-666666666
1,590500,mean_ind_ala,2017,-999999999
1,600400,mean_ind_ala,2017,-999999999
1,810000,mean_ind_ala,2017,-666666666
1,810200,mean_ind_ala,2017,-666666666
1,811000,mean_ind_ala,2017,-666666666
1,840100,mean_ind_ala,2017,-666666666
1,840200,mean_ind_ala,2017,-666666666
1,840300,mean_ind_ala,2017,15505
1,840400,mean_ind_ala,2017,-666666666
1,840700,mean_ind_ala,2017,-666666666
1,840800,mean_ind_ala,2017,-666666666
1,841000,mean_ind_ala,2017,-666666666
1,841100,mean_ind_ala,2017,-666666666
1,841200,mean_ind_ala,2017,14789
1,841300,mean_ind_ala,2017,-999999999
1,841400,mean_ind_ala,2017,-666666666
1,841500,mean_ind_ala,2017,-666666666
1,841600,mean_ind_ala,2017,-666666666
1,841700,mean_ind_ala,2017,-666666666
1,841800,mean_ind_ala,2017,-666666666
1,841900,mean_ind_ala,2017,-666666666
1,842000,mean_ind_ala,2017,-666666666
1,842100,mean_ind_ala,2017,-666666666
1,842200,mean_ind_ala,2017,-666666666
1,842300,mean_ind_ala,2017,-666666666
1,842400,mean_ind_ala,2017,-666666666
1,842500,mean_ind_ala,2017,-666666666
1,842600,mean_ind_ala,2017,-999999999
1,842800,mean_ind_ala,2017,-999999999
1,842900,mean_ind_ala,2017,-999999999
1,843000,mean_ind_ala,2017,-666666666
1,843100,mean_ind_ala,2017,-666666666
1,252000,mean_ind_ala,2017,-666666666
1,260100,mean_ind_ala,2017,-666666666
1,260700,mean_ind_ala,2017,-999999999
1,271300,mean_ind_ala,2017,-666666666
1,81700,mean_ind_ala,2017,-999999999
1,100100,mean_ind_ala,2017,-666666666
1,100500,mean_ind_ala,2017,-999999999
1,130100,mean_ind_ala,2017,-999999999
1,140200,mean_ind_ala,2017,-999999999
1,140500,mean_ind_ala,2017,-666666666
1,160300,mean_ind_ala,2017,-999999999
1,160800,mean_ind_ala,2017,-666666666
1,40700,mean_ind_ala,2017,-666666666
1,40900,mean_ind_ala,2017,-666666666
1,60100,mean_ind_ala,2017,-666666666
1,60300,mean_ind_ala,2017,-999999999
1,60400,mean_ind_ala,2017,-999999999
1,62000,mean_ind_ala,2017,-666666666
1,62200,mean_ind_ala,2017,-666666666
1,62500,mean_ind_ala,2017,-666666666
1,63100,mean_ind_ala,2017,-666666666
1,90200,mean_ind_ala,2017,-666666666
1,100400,mean_ind_ala,2017,-999999999
1,100700,mean_ind_ala,2017,-666666666
1,120300,mean_ind_ala,2017,-666666666
1,292500,mean_ind_ala,2017,15985
1,71500,mean_ind_ala,2017,-666666666
1,71700,mean_ind_ala,2017,-999999999
1,20200,mean_ind_ala,2017,-666666666
1,31700,mean_ind_ala,2017,16816
1,31300,mean_ind_ala,2017,-999999999
1,814700,mean_ind_ala,2017,-666666666
1,20100,mean_ind_ala,2017,-666666666
1,161100,mean_ind_ala,2017,-666666666
1,161200,mean_ind_ala,2017,-999999999
1,283800,mean_ind_ala,2017,-666666666
1,390600,mean_ind_ala,2017,-666666666
1,807000,mean_ind_ala,2017,-666666666
1,381500,mean_ind_ala,2017,-666666666
1,410700,mean_ind_ala,2017,-666666666
1,808301,mean_ind_ala,2017,-666666666
1,808302,mean_ind_ala,2017,-999999999
1,809300,mean_ind_ala,2017,-666666666
1,460400,mean_ind_ala,2017,-666666666
1,560700,mean_ind_ala,2017,-666666666
1,561100,mean_ind_ala,2017,-666666666
1,570200,mean_ind_ala,2017,-666666666
1,10100,mean_ind_ala,2017,-666666666
1,30500,mean_ind_ala,2017,-666666666
1,710700,mean_ind_ala,2017,-666666666
1,710900,mean_ind_ala,2017,-666666666
1,711400,mean_ind_ala,2017,-666666666
1,720300,mean_ind_ala,2017,-666666666
1,730300,mean_ind_ala,2017,-666666666
1,740100,mean_ind_ala,2017,-666666666
1,828802,mean_ind_ala,2017,-666666666
1,828900,mean_ind_ala,2017,-666666666
1,829901,mean_ind_ala,2017,-666666666
1,829902,mean_ind_ala,2017,-666666666
1,62800,mean_ind_ala,2017,-999999999
1,63400,mean_ind_ala,2017,-666666666
1,70500,mean_ind_ala,2017,-666666666
1,71600,mean_ind_ala,2017,-666666666
1,71800,mean_ind_ala,2017,-666666666
1,80100,mean_ind_ala,2017,-999999999
1,80400,mean_ind_ala,2017,-999999999
1,81300,mean_ind_ala,2017,-666666666
1,100200,mean_ind_ala,2017,-666666666
