indicator_id,census_tract_id,indicator_name,year,value
2,817500,median_earning,2017,23561
2,817700,median_earning,2017,36250
2,817900,median_earning,2017,36619
2,821401,median_earning,2017,32405
2,820104,median_earning,2017,41288
2,140602,median_earning,2017,28667
2,140301,median_earning,2017,24306
2,140302,median_earning,2017,38913
2,140601,median_earning,2017,25309
2,140701,median_earning,2017,30980
2,140702,median_earning,2017,31183
2,150401,median_earning,2017,41241
2,150402,median_earning,2017,37639
2,210502,median_earning,2017,26042
2,210601,median_earning,2017,29200
2,210602,median_earning,2017,40581
2,220601,median_earning,2017,41128
2,220602,median_earning,2017,39421
2,220701,median_earning,2017,34808
2,220702,median_earning,2017,33905
2,220901,median_earning,2017,32287
2,220902,median_earning,2017,29375
2,252101,median_earning,2017,21056
2,252102,median_earning,2017,25508
2,252201,median_earning,2017,27277
2,252202,median_earning,2017,26670
2,301701,median_earning,2017,26558
2,301702,median_earning,2017,22625
2,301801,median_earning,2017,22391
2,301802,median_earning,2017,21471
2,301803,median_earning,2017,21575
2,826902,median_earning,2017,20917
2,510200,median_earning,2017,30100
2,570500,median_earning,2017,30144
2,600600,median_earning,2017,22981
2,611200,median_earning,2017,17837
2,640800,median_earning,2017,34625
2,670900,median_earning,2017,29327
2,691300,median_earning,2017,33378
2,430700,median_earning,2017,27634
2,490400,median_earning,2017,33365
2,824106,median_earning,2017,50192
2,806802,median_earning,2017,41228
2,809400,median_earning,2017,48571
2,817600,median_earning,2017,28224
2,818402,median_earning,2017,49479
2,826303,median_earning,2017,29696
2,827300,median_earning,2017,21563
2,828503,median_earning,2017,36185
2,640400,median_earning,2017,40461
2,660400,median_earning,2017,26450
2,660800,median_earning,2017,24108
2,671300,median_earning,2017,21686
2,825302,median_earning,2017,40352
2,826500,median_earning,2017,30918
2,826700,median_earning,2017,32147
2,827100,median_earning,2017,28688
2,828000,median_earning,2017,38132
2,828202,median_earning,2017,37985
2,829302,median_earning,2017,30625
2,300900,median_earning,2017,22197
2,301200,median_earning,2017,22654
2,817102,median_earning,2017,30000
2,817300,median_earning,2017,21339
2,819100,median_earning,2017,36552
2,819600,median_earning,2017,82929
2,827804,median_earning,2017,49167
2,827500,median_earning,2017,31040
2,827801,median_earning,2017,36952
2,828506,median_earning,2017,37045
2,829100,median_earning,2017,26758
2,829500,median_earning,2017,31500
2,804804,median_earning,2017,46102
2,805105,median_earning,2017,32656
2,805108,median_earning,2017,37424
2,805701,median_earning,2017,61094
2,805702,median_earning,2017,72788
2,806801,median_earning,2017,38576
2,807300,median_earning,2017,35469
2,808002,median_earning,2017,42315
2,808900,median_earning,2017,85313
2,320600,median_earning,2017,65035
2,350400,median_earning,2017,15265
2,804810,median_earning,2017,41234
2,804901,median_earning,2017,54856
2,805301,median_earning,2017,40933
2,805302,median_earning,2017,50456
2,805402,median_earning,2017,42604
2,806300,median_earning,2017,46055
2,807100,median_earning,2017,60970
2,808200,median_earning,2017,40430
2,808500,median_earning,2017,47222
2,812900,median_earning,2017,62409
2,813100,median_earning,2017,54962
2,813200,median_earning,2017,60691
2,813400,median_earning,2017,26531
2,814100,median_earning,2017,24848
2,291600,median_earning,2017,28952
2,292400,median_earning,2017,24128
2,301100,median_earning,2017,22197
2,301600,median_earning,2017,25440
2,310300,median_earning,2017,30341
2,320100,median_earning,2017,85753
2,330100,median_earning,2017,75738
2,10300,median_earning,2017,34260
2,50800,median_earning,2017,65781
2,50900,median_earning,2017,54545
2,51100,median_earning,2017,63563
2,490300,median_earning,2017,36639
2,490700,median_earning,2017,28875
2,251900,median_earning,2017,20488
2,821101,median_earning,2017,36813
2,820202,median_earning,2017,29745
2,820300,median_earning,2017,36949
2,821102,median_earning,2017,37750
2,821300,median_earning,2017,27363
2,260500,median_earning,2017,30781
2,825802,median_earning,2017,31103
2,827600,median_earning,2017,32813
2,827805,median_earning,2017,36875
2,828201,median_earning,2017,40330
2,809600,median_earning,2017,39865
2,810400,median_earning,2017,62588
2,810600,median_earning,2017,41193
2,810900,median_earning,2017,35560
2,811301,median_earning,2017,36856
2,811302,median_earning,2017,28041
2,812100,median_earning,2017,61879
2,813500,median_earning,2017,27434
2,813600,median_earning,2017,29281
2,818200,median_earning,2017,43688
2,818900,median_earning,2017,50559
2,280400,median_earning,2017,29962
2,292200,median_earning,2017,23710
2,300500,median_earning,2017,21420
2,300600,median_earning,2017,22272
