indicator_id,census_tract_id,indicator_name,year,value
3,430200,disability,2018,572
3,430500,disability,2018,575
3,431400,disability,2018,1128
3,440700,disability,2018,395
3,470100,disability,2018,652
3,821402,disability,2018,538
3,822101,disability,2018,500
3,823102,disability,2018,378
3,823304,disability,2018,619
3,824507,disability,2018,660
3,824800,disability,2018,677
3,824900,disability,2018,438
3,825400,disability,2018,698
3,825501,disability,2018,736
3,825503,disability,2018,727
3,825505,disability,2018,421
3,826202,disability,2018,508
3,803603,disability,2018,463
3,803610,disability,2018,454
3,804201,disability,2018,705
3,817500,disability,2018,460
3,817700,disability,2018,702
3,817900,disability,2018,1062
3,821401,disability,2018,475
3,820104,disability,2018,643
3,820201,disability,2018,803
3,821200,disability,2018,570
3,821600,disability,2018,601
3,821700,disability,2018,289
3,822102,disability,2018,786
3,222600,disability,2018,126
3,230800,disability,2018,137
3,240700,disability,2018,44
3,241000,disability,2018,161
3,61200,disability,2018,55
3,61500,disability,2018,52
3,62900,disability,2018,166
3,210700,disability,2018,479
3,221100,disability,2018,505
3,221200,disability,2018,73
3,63000,disability,2018,137
3,71200,disability,2018,125
3,81500,disability,2018,312
3,90300,disability,2018,112
3,130300,disability,2018,743
3,100600,disability,2018,514
3,110400,disability,2018,380
3,120200,disability,2018,441
3,770800,disability,2018,509
3,691000,disability,2018,450
3,710400,disability,2018,938
3,740400,disability,2018,475
3,800800,disability,2018,237
3,81000,disability,2018,997
3,30400,disability,2018,335
3,510100,disability,2018,418
3,480100,disability,2018,353
3,491100,disability,2018,883
3,491300,disability,2018,393
3,520100,disability,2018,213
3,530100,disability,2018,307
3,530200,disability,2018,548
3,560100,disability,2018,76
3,580100,disability,2018,126
3,580600,disability,2018,289
3,590500,disability,2018,258
3,600400,disability,2018,458
3,819100,disability,2018,436
3,819600,disability,2018,213
3,827804,disability,2018,403
3,60200,disability,2018,72
3,61000,disability,2018,94
3,62400,disability,2018,138
3,70200,disability,2018,82
3,70300,disability,2018,67
3,10600,disability,2018,427
3,20400,disability,2018,442
3,31000,disability,2018,267
3,40300,disability,2018,427
3,50600,disability,2018,130
3,60500,disability,2018,211
3,60900,disability,2018,718
3,210800,disability,2018,42
3,150700,disability,2018,337
3,161300,disability,2018,207
3,210400,disability,2018,272
3,221600,disability,2018,72
3,801800,disability,2018,545
3,802900,disability,2018,425
3,803604,disability,2018,484
3,803800,disability,2018,393
3,804505,disability,2018,185
3,804701,disability,2018,560
3,804706,disability,2018,250
3,824005,disability,2018,477
3,824006,disability,2018,386
3,824113,disability,2018,1025
3,824114,disability,2018,371
3,824115,disability,2018,373
3,824116,disability,2018,530
3,804000,disability,2018,555
3,140601,disability,2018,274
3,140701,disability,2018,158
3,140702,disability,2018,491
3,150401,disability,2018,581
3,150402,disability,2018,315
3,150501,disability,2018,455
3,150502,disability,2018,475
3,151001,disability,2018,245
3,151002,disability,2018,425
3,160502,disability,2018,184
3,160601,disability,2018,173
3,808800,disability,2018,190
3,809200,disability,2018,478
3,810501,disability,2018,614
3,811100,disability,2018,575
3,811200,disability,2018,383
3,812500,disability,2018,415
3,812700,disability,2018,348
3,814000,disability,2018,387
3,815000,disability,2018,326
3,815400,disability,2018,621
3,816600,disability,2018,292
3,829100,disability,2018,333
3,827500,disability,2018,604
3,827801,disability,2018,587
3,828506,disability,2018,1016
3,829500,disability,2018,526
3,830004,disability,2018,387
3,830005,disability,2018,600
3,830006,disability,2018,269
3,830201,disability,2018,685
3,804406,disability,2018,503
3,804506,disability,2018,391
3,804507,disability,2018,1165
3,814500,disability,2018,227
3,815701,disability,2018,319
3,816700,disability,2018,320
3,826600,disability,2018,637
3,100200,disability,2018,434
3,100300,disability,2018,1008
3,120400,disability,2018,478
3,150300,disability,2018,701
3,151200,disability,2018,224
3,160200,disability,2018,346
3,170400,disability,2018,331
3,170800,disability,2018,350
3,180100,disability,2018,615
3,381700,disability,2018,0
3,390100,disability,2018,79
3,380700,disability,2018,184
3,381200,disability,2018,301
3,390200,disability,2018,183
3,400300,disability,2018,195
3,400500,disability,2018,319
3,410100,disability,2018,168
3,190401,disability,2018,332
3,160602,disability,2018,308
3,160501,disability,2018,199
3,190601,disability,2018,345
3,190402,disability,2018,348
3,10201,disability,2018,995
3,10502,disability,2018,295
3,10202,disability,2018,317
3,10501,disability,2018,567
3,10503,disability,2018,376
3,10701,disability,2018,322
3,10702,disability,2018,321
3,20302,disability,2018,626
3,20602,disability,2018,403
3,20701,disability,2018,121
3,20301,disability,2018,845
3,20601,disability,2018,723
3,20702,disability,2018,687
3,20801,disability,2018,798
3,20802,disability,2018,895
3,20901,disability,2018,457
3,20902,disability,2018,807
3,271400,disability,2018,190
3,280100,disability,2018,63
3,823500,disability,2018,554
3,821500,disability,2018,169
3,821800,disability,2018,595
3,823400,disability,2018,607
3,310300,disability,2018,181
3,823901,disability,2018,456
3,824601,disability,2018,464
3,824702,disability,2018,344
3,200200,disability,2018,622
3,221400,disability,2018,151
3,819900,disability,2018,216
3,817101,disability,2018,472
3,817200,disability,2018,608
3,817400,disability,2018,156
3,820501,disability,2018,482
3,822400,disability,2018,482
3,822802,disability,2018,441
3,823303,disability,2018,327
3,31400,disability,2018,524
3,40600,disability,2018,81
3,817600,disability,2018,744
3,818402,disability,2018,362
3,570500,disability,2018,140
3,826800,disability,2018,517
3,826902,disability,2018,267
3,510200,disability,2018,459
3,600600,disability,2018,324
3,611200,disability,2018,196
3,640800,disability,2018,151
3,670900,disability,2018,192
3,691300,disability,2018,445
3,430700,disability,2018,168
3,490400,disability,2018,118
3,824106,disability,2018,753
3,806802,disability,2018,258
3,809400,disability,2018,520
3,610300,disability,2018,529
3,611800,disability,2018,167
3,681200,disability,2018,446
3,711000,disability,2018,765
3,800600,disability,2018,145
3,804305,disability,2018,837
3,809900,disability,2018,204
3,811702,disability,2018,411
3,816000,disability,2018,356
3,819400,disability,2018,422
3,210900,disability,2018,260
3,260200,disability,2018,142
3,815500,disability,2018,577
3,818000,disability,2018,378
3,822900,disability,2018,249
3,823904,disability,2018,634
3,826402,disability,2018,497
3,829401,disability,2018,245
3,241100,disability,2018,125
3,242000,disability,2018,330
3,242100,disability,2018,115
3,250600,disability,2018,835
3,251100,disability,2018,758
3,30900,disability,2018,237
3,31900,disability,2018,225
3,50200,disability,2018,458
3,802100,disability,2018,252
3,802801,disability,2018,383
3,803100,disability,2018,193
3,803607,disability,2018,416
3,804606,disability,2018,679
3,804705,disability,2018,360
3,804710,disability,2018,374
3,804711,disability,2018,599
3,805106,disability,2018,290
3,805109,disability,2018,509
3,805002,disability,2018,828
3,804803,disability,2018,641
3,804808,disability,2018,220
3,804902,disability,2018,661
3,805112,disability,2018,522
3,805502,disability,2018,161
3,805801,disability,2018,198
3,806700,disability,2018,271
3,807800,disability,2018,287
3,809000,disability,2018,359
3,809100,disability,2018,323
3,810302,disability,2018,268
3,810502,disability,2018,934
3,810701,disability,2018,596
3,810800,disability,2018,498
3,811402,disability,2018,373
3,811500,disability,2018,559
3,811900,disability,2018,515
3,191000,disability,2018,241
3,805600,disability,2018,359
3,806004,disability,2018,882
3,807200,disability,2018,403
3,807500,disability,2018,253
3,829402,disability,2018,362
3,828505,disability,2018,695
3,828701,disability,2018,427
3,829000,disability,2018,169
3,430800,disability,2018,275
3,410200,disability,2018,65
3,410600,disability,2018,220
3,411000,disability,2018,352
3,430900,disability,2018,358
3,440300,disability,2018,869
3,440600,disability,2018,238
3,460600,disability,2018,174
3,40700,disability,2018,171
