indicator_id,census_tract_id,indicator_name,year,value
4,823304,agg_rent,2017,810100
4,824507,agg_rent,2017,318700
4,824800,agg_rent,2017,565200
4,824900,agg_rent,2017,262300
4,825400,agg_rent,2017,572900
4,825501,agg_rent,2017,875000
4,825503,agg_rent,2017,687500
4,825505,agg_rent,2017,395900
4,530600,agg_rent,2017,368100
4,310800,agg_rent,2017,809500
4,330200,agg_rent,2017,742200
4,340500,agg_rent,2017,347200
4,351500,agg_rent,2017,161400
4,390300,agg_rent,2017,796800
4,400800,agg_rent,2017,581900
4,410800,agg_rent,2017,1059300
4,420300,agg_rent,2017,420700
4,430200,agg_rent,2017,1289800
4,430500,agg_rent,2017,946400
4,431400,agg_rent,2017,2199600
4,440700,agg_rent,2017,147500
4,470100,agg_rent,2017,286100
4,480100,agg_rent,2017,147900
4,491100,agg_rent,2017,312100
4,491300,agg_rent,2017,256700
4,510100,agg_rent,2017,219000
4,520100,agg_rent,2017,127200
4,530100,agg_rent,2017,223500
4,530200,agg_rent,2017,511100
4,560100,agg_rent,2017,57200
4,801603,agg_rent,2017,1253300
4,801608,agg_rent,2017,1040800
4,801901,agg_rent,2017,449500
4,802402,agg_rent,2017,611100
4,803010,agg_rent,2017,264400
4,71300,agg_rent,2017,1571800
4,80300,agg_rent,2017,2312900
4,81600,agg_rent,2017,3495200
4,81800,agg_rent,2017,5454000
4,81900,agg_rent,2017,181300
4,570300,agg_rent,2017,575600
4,611500,agg_rent,2017,408400
4,611700,agg_rent,2017,206600
4,620200,agg_rent,2017,206800
4,816300,agg_rent,2017,483600
4,817000,agg_rent,2017,465300
4,818500,agg_rent,2017,186400
4,818700,agg_rent,2017,213900
4,200100,agg_rent,2017,544900
4,160900,agg_rent,2017,453800
4,170900,agg_rent,2017,165200
4,220300,agg_rent,2017,587100
4,630100,agg_rent,2017,86200
4,661000,agg_rent,2017,645500
4,670200,agg_rent,2017,96000
4,10400,agg_rent,2017,1567500
4,380100,agg_rent,2017,493400
4,671800,agg_rent,2017,141600
4,691100,agg_rent,2017,472400
4,530300,agg_rent,2017,230600
4,560900,agg_rent,2017,186000
4,580300,agg_rent,2017,196100
4,611300,agg_rent,2017,340100
4,611600,agg_rent,2017,130200
