NAME,S1902_C03_020E,state,county,tract
"Census Tract 8230.01, Cook County, Illinois",24862,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",26956,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",28814,17,031,823101
"Census Tract 8231.02, Cook County, Illinois",30304,17,031,823102
"Census Tract 8232, Cook County, Illinois",32354,17,031,823200
"Census Tract 8233.02, Cook County, Illinois",29065,17,031,823302
"Census Tract 8233.03, Cook County, Illinois",34594,17,031,823303
"Census Tract 8233.04, Cook County, Illinois",26366,17,031,823304
"Census Tract 8234, Cook County, Illinois",26585,17,031,823400
"Census Tract 8235, Cook County, Illinois",33434,17,031,823500
"Census Tract 8236.02, Cook County, Illinois",35244,17,031,823602
"Census Tract 8236.03, Cook County, Illinois",13610,17,031,823603
"Census Tract 8236.04, Cook County, Illinois",44289,17,031,823604
"Census Tract 8236.05, Cook County, Illinois",34486,17,031,823605
"Census Tract 8237.02, Cook County, Illinois",42826,17,031,823702
"Census Tract 8237.03, Cook County, Illinois",21901,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",35070,17,031,823704
"Census Tract 8237.05, Cook County, Illinois",30594,17,031,823705
"Census Tract 8238.01, Cook County, Illinois",58082,17,031,823801
"Census Tract 8238.03, Cook County, Illinois",33386,17,031,823803
"Census Tract 8238.05, Cook County, Illinois",37941,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",26158,17,031,823806
"Census Tract 8239.01, Cook County, Illinois",56471,17,031,823901
"Census Tract 8239.03, Cook County, Illinois",48262,17,031,823903
"Census Tract 8239.04, Cook County, Illinois",51251,17,031,823904
"Census Tract 8240.03, Cook County, Illinois",38784,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",48527,17,031,824004
"Census Tract 8240.05, Cook County, Illinois",49002,17,031,824005
"Census Tract 8240.06, Cook County, Illinois",45992,17,031,824006
"Census Tract 8241.05, Cook County, Illinois",45759,17,031,824105
"Census Tract 8241.06, Cook County, Illinois",39433,17,031,824106
"Census Tract 8241.07, Cook County, Illinois",39189,17,031,824107
"Census Tract 8241.13, Cook County, Illinois",45689,17,031,824113
"Census Tract 8241.14, Cook County, Illinois",50608,17,031,824114
"Census Tract 2925, Cook County, Illinois",19253,17,031,292500
"Census Tract 3005, Cook County, Illinois",16463,17,031,300500
"Census Tract 3006, Cook County, Illinois",15841,17,031,300600
"Census Tract 3007, Cook County, Illinois",16050,17,031,300700
"Census Tract 3008, Cook County, Illinois",11139,17,031,300800
"Census Tract 3009, Cook County, Illinois",16926,17,031,300900
"Census Tract 3011, Cook County, Illinois",15518,17,031,301100
"Census Tract 3012, Cook County, Illinois",20639,17,031,301200
"Census Tract 3016, Cook County, Illinois",12261,17,031,301600
"Census Tract 3017.01, Cook County, Illinois",20423,17,031,301701
"Census Tract 3017.02, Cook County, Illinois",14993,17,031,301702
"Census Tract 3018.01, Cook County, Illinois",16854,17,031,301801
"Census Tract 3018.02, Cook County, Illinois",13725,17,031,301802
"Census Tract 3018.03, Cook County, Illinois",19670,17,031,301803
"Census Tract 3102, Cook County, Illinois",46604,17,031,310200
"Census Tract 3103, Cook County, Illinois",42212,17,031,310300
"Census Tract 3104, Cook County, Illinois",48111,17,031,310400
"Census Tract 3105, Cook County, Illinois",24300,17,031,310500
"Census Tract 3106, Cook County, Illinois",44186,17,031,310600
"Census Tract 3107, Cook County, Illinois",32204,17,031,310700
"Census Tract 3108, Cook County, Illinois",31713,17,031,310800
"Census Tract 3109, Cook County, Illinois",26563,17,031,310900
"Census Tract 3201.01, Cook County, Illinois",143049,17,031,320101
"Census Tract 3201.02, Cook County, Illinois",113092,17,031,320102
"Census Tract 3204, Cook County, Illinois",76155,17,031,320400
"Census Tract 3206, Cook County, Illinois",81399,17,031,320600
"Census Tract 3301.01, Cook County, Illinois",107932,17,031,330101
"Census Tract 3301.02, Cook County, Illinois",110113,17,031,330102
"Census Tract 3301.03, Cook County, Illinois",79305,17,031,330103
"Census Tract 3302, Cook County, Illinois",93567,17,031,330200
"Census Tract 3403, Cook County, Illinois",25711,17,031,340300
"Census Tract 3404, Cook County, Illinois",55200,17,031,340400
"Census Tract 3405, Cook County, Illinois",39465,17,031,340500
"Census Tract 3406, Cook County, Illinois",-999999999,17,031,340600
"Census Tract 3501, Cook County, Illinois",168092,17,031,350100
"Census Tract 3504, Cook County, Illinois",-999999999,17,031,350400
"Census Tract 3510, Cook County, Illinois",24455,17,031,351000
"Census Tract 3511, Cook County, Illinois",-999999999,17,031,351100
"Census Tract 3514, Cook County, Illinois",16806,17,031,351400
"Census Tract 3515, Cook County, Illinois",39916,17,031,351500
"Census Tract 3602, Cook County, Illinois",35182,17,031,360200
"Census Tract 3801, Cook County, Illinois",66756,17,031,380100
"Census Tract 3802, Cook County, Illinois",-999999999,17,031,380200
"Census Tract 3806, Cook County, Illinois",17786,17,031,380600
"Census Tract 3812, Cook County, Illinois",-999999999,17,031,381200
"Census Tract 3814, Cook County, Illinois",-999999999,17,031,381400
"Census Tract 8241.16, Cook County, Illinois",35223,17,031,824116
"Census Tract 8241.19, Cook County, Illinois",49449,17,031,824119
"Census Tract 8241.21, Cook County, Illinois",35496,17,031,824121
"Census Tract 8241.22, Cook County, Illinois",41666,17,031,824122
"Census Tract 8241.23, Cook County, Illinois",36677,17,031,824123
"Census Tract 8241.24, Cook County, Illinois",38418,17,031,824124
"Census Tract 8241.25, Cook County, Illinois",35249,17,031,824125
"Census Tract 8241.26, Cook County, Illinois",46049,17,031,824126
"Census Tract 8241.27, Cook County, Illinois",43718,17,031,824127
"Census Tract 8241.28, Cook County, Illinois",42680,17,031,824128
"Census Tract 8241.29, Cook County, Illinois",51742,17,031,824129
"Census Tract 8243, Cook County, Illinois",10868,17,031,824300
"Census Tract 8244, Cook County, Illinois",22876,17,031,824400
"Census Tract 8245.03, Cook County, Illinois",38701,17,031,824503
"Census Tract 8245.05, Cook County, Illinois",35464,17,031,824505
"Census Tract 8245.07, Cook County, Illinois",39915,17,031,824507
"Census Tract 8245.08, Cook County, Illinois",38207,17,031,824508
"Census Tract 8245.09, Cook County, Illinois",35438,17,031,824509
"Census Tract 8246.01, Cook County, Illinois",36199,17,031,824601
"Census Tract 8246.02, Cook County, Illinois",37347,17,031,824602
"Census Tract 8247.01, Cook County, Illinois",30160,17,031,824701
"Census Tract 8247.02, Cook County, Illinois",31160,17,031,824702
"Census Tract 8248, Cook County, Illinois",18180,17,031,824800
"Census Tract 8249, Cook County, Illinois",22863,17,031,824900
"Census Tract 8250, Cook County, Illinois",35817,17,031,825000
"Census Tract 8252, Cook County, Illinois",30970,17,031,825200
"Census Tract 8253.02, Cook County, Illinois",36085,17,031,825302
"Census Tract 8253.03, Cook County, Illinois",36117,17,031,825303
"Census Tract 8253.04, Cook County, Illinois",38136,17,031,825304
"Census Tract 8254, Cook County, Illinois",38921,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",32102,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",30112,17,031,825503
"Census Tract 8255.04, Cook County, Illinois",46594,17,031,825504
"Census Tract 8255.05, Cook County, Illinois",34843,17,031,825505
"Census Tract 8256, Cook County, Illinois",21499,17,031,825600
"Census Tract 8257, Cook County, Illinois",20043,17,031,825700
"Census Tract 8258.01, Cook County, Illinois",17262,17,031,825801
"Census Tract 8241.15, Cook County, Illinois",32787,17,031,824115
"Census Tract 8258.02, Cook County, Illinois",21868,17,031,825802
"Census Tract 8258.03, Cook County, Illinois",30108,17,031,825803
"Census Tract 8259, Cook County, Illinois",38569,17,031,825900
"Census Tract 8260, Cook County, Illinois",21970,17,031,826000
"Census Tract 8261, Cook County, Illinois",26128,17,031,826100
"Census Tract 8262.01, Cook County, Illinois",35607,17,031,826201
"Census Tract 8262.02, Cook County, Illinois",17803,17,031,826202
"Census Tract 8263.01, Cook County, Illinois",20548,17,031,826301
"Census Tract 3815, Cook County, Illinois",-999999999,17,031,381500
"Census Tract 3817, Cook County, Illinois",-666666666,17,031,381700
"Census Tract 3818, Cook County, Illinois",12309,17,031,381800
"Census Tract 3819, Cook County, Illinois",83635,17,031,381900
"Census Tract 3901, Cook County, Illinois",95804,17,031,390100
"Census Tract 3902, Cook County, Illinois",66690,17,031,390200
"Census Tract 3903, Cook County, Illinois",82290,17,031,390300
"Census Tract 3904, Cook County, Illinois",71057,17,031,390400
"Census Tract 3905, Cook County, Illinois",107012,17,031,390500
"Census Tract 3906, Cook County, Illinois",82785,17,031,390600
"Census Tract 3907, Cook County, Illinois",61699,17,031,390700
"Census Tract 4003, Cook County, Illinois",-666666666,17,031,400300
"Census Tract 4004, Cook County, Illinois",-999999999,17,031,400400
"Census Tract 4005, Cook County, Illinois",15744,17,031,400500
"Census Tract 4008, Cook County, Illinois",10910,17,031,400800
"Census Tract 4101, Cook County, Illinois",50004,17,031,410100
"Census Tract 4102, Cook County, Illinois",32915,17,031,410200
"Census Tract 4105, Cook County, Illinois",53363,17,031,410500
"Census Tract 4106, Cook County, Illinois",45595,17,031,410600
"Census Tract 4107, Cook County, Illinois",36770,17,031,410700
"Census Tract 4108, Cook County, Illinois",37084,17,031,410800
"Census Tract 4109, Cook County, Illinois",61836,17,031,410900
"Census Tract 4110, Cook County, Illinois",60028,17,031,411000
"Census Tract 4111, Cook County, Illinois",75161,17,031,411100
"Census Tract 4112, Cook County, Illinois",118437,17,031,411200
"Census Tract 4201, Cook County, Illinois",46663,17,031,420100
"Census Tract 4202, Cook County, Illinois",26003,17,031,420200
"Census Tract 4203, Cook County, Illinois",8646,17,031,420300
"Census Tract 4204, Cook County, Illinois",16990,17,031,420400
"Census Tract 4205, Cook County, Illinois",58335,17,031,420500
"Census Tract 4206, Cook County, Illinois",42780,17,031,420600
"Census Tract 4207, Cook County, Illinois",8550,17,031,420700
"Census Tract 4208, Cook County, Illinois",22738,17,031,420800
"Census Tract 4212, Cook County, Illinois",-999999999,17,031,421200
"Census Tract 4301.01, Cook County, Illinois",-999999999,17,031,430101
"Census Tract 4301.02, Cook County, Illinois",56989,17,031,430102
"Census Tract 4302, Cook County, Illinois",51913,17,031,430200
"Census Tract 4303, Cook County, Illinois",9252,17,031,430300
"Census Tract 4304, Cook County, Illinois",20904,17,031,430400
"Census Tract 4305, Cook County, Illinois",54782,17,031,430500
"Census Tract 4306, Cook County, Illinois",22108,17,031,430600
"Census Tract 4307, Cook County, Illinois",38831,17,031,430700
"Census Tract 4308, Cook County, Illinois",-999999999,17,031,430800
"Census Tract 4309, Cook County, Illinois",7822,17,031,430900
"Census Tract 4312, Cook County, Illinois",56543,17,031,431200
"Census Tract 4313.01, Cook County, Illinois",10727,17,031,431301
"Census Tract 4313.02, Cook County, Illinois",27899,17,031,431302
"Census Tract 8263.03, Cook County, Illinois",19878,17,031,826303
"Census Tract 8263.04, Cook County, Illinois",19763,17,031,826304
"Census Tract 8264.01, Cook County, Illinois",36073,17,031,826401
"Census Tract 8264.02, Cook County, Illinois",19113,17,031,826402
"Census Tract 8265, Cook County, Illinois",18477,17,031,826500
"Census Tract 8266, Cook County, Illinois",21250,17,031,826600
"Census Tract 8267, Cook County, Illinois",16235,17,031,826700
"Census Tract 8268, Cook County, Illinois",16534,17,031,826800
"Census Tract 8269.01, Cook County, Illinois",5423,17,031,826901
"Census Tract 8269.02, Cook County, Illinois",8200,17,031,826902
"Census Tract 8270, Cook County, Illinois",14581,17,031,827000
"Census Tract 8271, Cook County, Illinois",10611,17,031,827100
"Census Tract 8272, Cook County, Illinois",17568,17,031,827200
"Census Tract 8273, Cook County, Illinois",10975,17,031,827300
"Census Tract 8274, Cook County, Illinois",7380,17,031,827400
"Census Tract 8275, Cook County, Illinois",19071,17,031,827500
"Census Tract 8276, Cook County, Illinois",-999999999,17,031,827600
"Census Tract 8277, Cook County, Illinois",17045,17,031,827700
"Census Tract 8278.01, Cook County, Illinois",35760,17,031,827801
"Census Tract 8278.02, Cook County, Illinois",35663,17,031,827802
"Census Tract 8278.04, Cook County, Illinois",51301,17,031,827804
"Census Tract 8278.05, Cook County, Illinois",30185,17,031,827805
"Census Tract 8279.01, Cook County, Illinois",24326,17,031,827901
"Census Tract 8279.02, Cook County, Illinois",26646,17,031,827902
"Census Tract 8280, Cook County, Illinois",35589,17,031,828000
"Census Tract 8281, Cook County, Illinois",29735,17,031,828100
"Census Tract 8282.01, Cook County, Illinois",28672,17,031,828201
"Census Tract 8282.02, Cook County, Illinois",33592,17,031,828202
"Census Tract 8283, Cook County, Illinois",33231,17,031,828300
"Census Tract 8284.01, Cook County, Illinois",35728,17,031,828401
"Census Tract 8284.02, Cook County, Illinois",41536,17,031,828402
"Census Tract 8285.03, Cook County, Illinois",19865,17,031,828503
"Census Tract 8285.04, Cook County, Illinois",31532,17,031,828504
"Census Tract 8285.05, Cook County, Illinois",35869,17,031,828505
"Census Tract 8285.07, Cook County, Illinois",34371,17,031,828507
"Census Tract 8285.08, Cook County, Illinois",18687,17,031,828508
"Census Tract 8286.01, Cook County, Illinois",40639,17,031,828601
"Census Tract 8286.02, Cook County, Illinois",44350,17,031,828602
"Census Tract 8287.01, Cook County, Illinois",24190,17,031,828701
"Census Tract 8287.02, Cook County, Illinois",23377,17,031,828702
"Census Tract 8288.01, Cook County, Illinois",65738,17,031,828801
"Census Tract 8288.02, Cook County, Illinois",32101,17,031,828802
"Census Tract 8289, Cook County, Illinois",22389,17,031,828900
"Census Tract 8290, Cook County, Illinois",45735,17,031,829000
"Census Tract 8291, Cook County, Illinois",14442,17,031,829100
"Census Tract 8292, Cook County, Illinois",28322,17,031,829200
"Census Tract 4314, Cook County, Illinois",47332,17,031,431400
"Census Tract 4401.01, Cook County, Illinois",-999999999,17,031,440101
"Census Tract 4401.02, Cook County, Illinois",22987,17,031,440102
"Census Tract 4402.01, Cook County, Illinois",-999999999,17,031,440201
"Census Tract 4402.02, Cook County, Illinois",-666666666,17,031,440202
"Census Tract 4403, Cook County, Illinois",-999999999,17,031,440300
"Census Tract 4406, Cook County, Illinois",-999999999,17,031,440600
"Census Tract 4407, Cook County, Illinois",-666666666,17,031,440700
"Census Tract 4408, Cook County, Illinois",26979,17,031,440800
"Census Tract 4409, Cook County, Illinois",-999999999,17,031,440900
"Census Tract 4503, Cook County, Illinois",-999999999,17,031,450300
"Census Tract 4601, Cook County, Illinois",23540,17,031,460100
"Census Tract 4602, Cook County, Illinois",13505,17,031,460200
"Census Tract 4603.01, Cook County, Illinois",11022,17,031,460301
"Census Tract 4603.02, Cook County, Illinois",11432,17,031,460302
"Census Tract 4604, Cook County, Illinois",-999999999,17,031,460400
"Census Tract 4605, Cook County, Illinois",-999999999,17,031,460500
"Census Tract 4608, Cook County, Illinois",16896,17,031,460800
"Census Tract 4610, Cook County, Illinois",19105,17,031,461000
"Census Tract 4701, Cook County, Illinois",33206,17,031,470100
"Census Tract 4801, Cook County, Illinois",-999999999,17,031,480100
"Census Tract 4802, Cook County, Illinois",-999999999,17,031,480200
"Census Tract 4803, Cook County, Illinois",50480,17,031,480300
"Census Tract 4804, Cook County, Illinois",40991,17,031,480400
"Census Tract 4805, Cook County, Illinois",27504,17,031,480500
"Census Tract 4902, Cook County, Illinois",-999999999,17,031,490200
"Census Tract 4905, Cook County, Illinois",2023,17,031,490500
"Census Tract 4906, Cook County, Illinois",42913,17,031,490600
"Census Tract 4907, Cook County, Illinois",-666666666,17,031,490700
"Census Tract 4908, Cook County, Illinois",-999999999,17,031,490800
"Census Tract 4909.01, Cook County, Illinois",-999999999,17,031,490901
"Census Tract 4909.02, Cook County, Illinois",-666666666,17,031,490902
"Census Tract 4910, Cook County, Illinois",26082,17,031,491000
"Census Tract 4911, Cook County, Illinois",14542,17,031,491100
"Census Tract 4912, Cook County, Illinois",12953,17,031,491200
"Census Tract 4913, Cook County, Illinois",-999999999,17,031,491300
"Census Tract 4914, Cook County, Illinois",34080,17,031,491400
"Census Tract 5001, Cook County, Illinois",39743,17,031,500100
"Census Tract 5002, Cook County, Illinois",-999999999,17,031,500200
"Census Tract 5003, Cook County, Illinois",33000,17,031,500300
"Census Tract 5101, Cook County, Illinois",16199,17,031,510100
"Census Tract 5102, Cook County, Illinois",19419,17,031,510200
"Census Tract 5103, Cook County, Illinois",-999999999,17,031,510300
"Census Tract 5201, Cook County, Illinois",14619,17,031,520100
"Census Tract 5202, Cook County, Illinois",21224,17,031,520200
"Census Tract 5203, Cook County, Illinois",19000,17,031,520300
"Census Tract 5204, Cook County, Illinois",24807,17,031,520400
"Census Tract 8293.01, Cook County, Illinois",35382,17,031,829301
"Census Tract 8293.02, Cook County, Illinois",16080,17,031,829302
"Census Tract 8294.01, Cook County, Illinois",13115,17,031,829401
"Census Tract 8294.02, Cook County, Illinois",26999,17,031,829402
"Census Tract 8295, Cook County, Illinois",22289,17,031,829500
"Census Tract 8296, Cook County, Illinois",30232,17,031,829600
"Census Tract 8297, Cook County, Illinois",30613,17,031,829700
"Census Tract 8298, Cook County, Illinois",63591,17,031,829800
"Census Tract 8299.02, Cook County, Illinois",97642,17,031,829902
"Census Tract 8299.03, Cook County, Illinois",20295,17,031,829903
"Census Tract 8299.04, Cook County, Illinois",34283,17,031,829904
"Census Tract 8300.01, Cook County, Illinois",28914,17,031,830001
"Census Tract 8300.03, Cook County, Illinois",42064,17,031,830003
"Census Tract 8300.04, Cook County, Illinois",20634,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",45570,17,031,830005
"Census Tract 8300.06, Cook County, Illinois",22994,17,031,830006
"Census Tract 8300.07, Cook County, Illinois",30171,17,031,830007
"Census Tract 8300.08, Cook County, Illinois",37351,17,031,830008
"Census Tract 8301, Cook County, Illinois",49316,17,031,830100
"Census Tract 8302.01, Cook County, Illinois",38053,17,031,830201
"Census Tract 8302.02, Cook County, Illinois",25586,17,031,830202
"Census Tract 8303, Cook County, Illinois",31428,17,031,830300
"Census Tract 8304, Cook County, Illinois",38706,17,031,830400
"Census Tract 8305, Cook County, Illinois",13300,17,031,830500
"Census Tract 8306, Cook County, Illinois",41629,17,031,830600
"Census Tract 8307, Cook County, Illinois",51570,17,031,830700
"Census Tract 8308, Cook County, Illinois",56480,17,031,830800
"Census Tract 8309, Cook County, Illinois",75771,17,031,830900
"Census Tract 8310, Cook County, Illinois",100181,17,031,831000
"Census Tract 8311, Cook County, Illinois",38691,17,031,831100
"Census Tract 8312, Cook County, Illinois",34953,17,031,831200
"Census Tract 8313, Cook County, Illinois",93985,17,031,831300
"Census Tract 8314, Cook County, Illinois",15026,17,031,831400
"Census Tract 8315, Cook County, Illinois",27639,17,031,831500
"Census Tract 8316, Cook County, Illinois",30696,17,031,831600
"Census Tract 8317, Cook County, Illinois",34166,17,031,831700
"Census Tract 8318, Cook County, Illinois",34837,17,031,831800
"Census Tract 8319, Cook County, Illinois",87950,17,031,831900
"Census Tract 8320, Cook County, Illinois",79140,17,031,832000
"Census Tract 8321, Cook County, Illinois",72045,17,031,832100
"Census Tract 8322, Cook County, Illinois",85870,17,031,832200
"Census Tract 8323, Cook County, Illinois",79778,17,031,832300
"Census Tract 8324, Cook County, Illinois",73109,17,031,832400
"Census Tract 8325, Cook County, Illinois",96248,17,031,832500
"Census Tract 8326, Cook County, Illinois",107594,17,031,832600
"Census Tract 8329, Cook County, Illinois",45325,17,031,832900
"Census Tract 5205, Cook County, Illinois",27485,17,031,520500
"Census Tract 5206, Cook County, Illinois",20525,17,031,520600
"Census Tract 5301, Cook County, Illinois",16146,17,031,530100
"Census Tract 5302, Cook County, Illinois",-999999999,17,031,530200
"Census Tract 5303, Cook County, Illinois",-999999999,17,031,530300
"Census Tract 5304, Cook County, Illinois",68293,17,031,530400
"Census Tract 5305.01, Cook County, Illinois",27493,17,031,530501
"Census Tract 5305.02, Cook County, Illinois",-666666666,17,031,530502
"Census Tract 5305.03, Cook County, Illinois",28360,17,031,530503
"Census Tract 5306, Cook County, Illinois",-999999999,17,031,530600
"Census Tract 5401.01, Cook County, Illinois",17266,17,031,540101
"Census Tract 5401.02, Cook County, Illinois",-999999999,17,031,540102
"Census Tract 5501, Cook County, Illinois",27961,17,031,550100
"Census Tract 5502, Cook County, Illinois",27941,17,031,550200
"Census Tract 5601, Cook County, Illinois",17955,17,031,560100
"Census Tract 5602, Cook County, Illinois",19362,17,031,560200
"Census Tract 5603, Cook County, Illinois",23843,17,031,560300
"Census Tract 5604, Cook County, Illinois",23658,17,031,560400
"Census Tract 5607, Cook County, Illinois",27345,17,031,560700
"Census Tract 5608, Cook County, Illinois",41277,17,031,560800
"Census Tract 5609, Cook County, Illinois",42460,17,031,560900
"Census Tract 5610, Cook County, Illinois",40581,17,031,561000
"Census Tract 5611, Cook County, Illinois",36895,17,031,561100
"Census Tract 5701, Cook County, Illinois",27952,17,031,570100
"Census Tract 5702, Cook County, Illinois",23214,17,031,570200
"Census Tract 5703, Cook County, Illinois",19216,17,031,570300
"Census Tract 5704, Cook County, Illinois",27040,17,031,570400
"Census Tract 5705, Cook County, Illinois",19433,17,031,570500
"Census Tract 5801, Cook County, Illinois",16244,17,031,580100
"Census Tract 5802, Cook County, Illinois",11687,17,031,580200
"Census Tract 5803, Cook County, Illinois",18265,17,031,580300
"Census Tract 5804, Cook County, Illinois",24692,17,031,580400
"Census Tract 5805.01, Cook County, Illinois",19891,17,031,580501
"Census Tract 5805.02, Cook County, Illinois",21322,17,031,580502
"Census Tract 5806, Cook County, Illinois",16870,17,031,580600
"Census Tract 5807, Cook County, Illinois",22217,17,031,580700
"Census Tract 5808, Cook County, Illinois",15519,17,031,580800
"Census Tract 5905, Cook County, Illinois",28475,17,031,590500
"Census Tract 5906, Cook County, Illinois",27896,17,031,590600
"Census Tract 5907, Cook County, Illinois",30089,17,031,590700
"Census Tract 6004, Cook County, Illinois",41114,17,031,600400
"Census Tract 6006, Cook County, Illinois",21485,17,031,600600
"Census Tract 6007, Cook County, Illinois",39350,17,031,600700
"Census Tract 6009, Cook County, Illinois",33126,17,031,600900
"Census Tract 6103, Cook County, Illinois",15618,17,031,610300
"Census Tract 6104, Cook County, Illinois",17845,17,031,610400
"Census Tract 6108, Cook County, Illinois",27098,17,031,610800
"Census Tract 8330, Cook County, Illinois",97492,17,031,833000
"Census Tract 8331, Cook County, Illinois",95196,17,031,833100
"Census Tract 8333, Cook County, Illinois",42457,17,031,833300
"Census Tract 8339, Cook County, Illinois",14980,17,031,833900
"Census Tract 8340, Cook County, Illinois",-999999999,17,031,834000
"Census Tract 8342, Cook County, Illinois",28025,17,031,834200
"Census Tract 8343, Cook County, Illinois",51863,17,031,834300
"Census Tract 8344, Cook County, Illinois",55565,17,031,834400
"Census Tract 8345, Cook County, Illinois",-666666666,17,031,834500
"Census Tract 8346, Cook County, Illinois",13607,17,031,834600
"Census Tract 8347, Cook County, Illinois",1508,17,031,834700
"Census Tract 8348, Cook County, Illinois",11131,17,031,834800
"Census Tract 8349, Cook County, Illinois",5386,17,031,834900
"Census Tract 8350, Cook County, Illinois",15443,17,031,835000
"Census Tract 8351, Cook County, Illinois",16242,17,031,835100
"Census Tract 8352, Cook County, Illinois",31225,17,031,835200
"Census Tract 8355, Cook County, Illinois",38879,17,031,835500
"Census Tract 8356, Cook County, Illinois",23205,17,031,835600
"Census Tract 8358, Cook County, Illinois",-999999999,17,031,835800
"Census Tract 8360, Cook County, Illinois",80034,17,031,836000
"Census Tract 8361, Cook County, Illinois",13319,17,031,836100
"Census Tract 8362, Cook County, Illinois",14721,17,031,836200
"Census Tract 8363, Cook County, Illinois",29930,17,031,836300
"Census Tract 8364, Cook County, Illinois",44942,17,031,836400
"Census Tract 8365, Cook County, Illinois",43306,17,031,836500
"Census Tract 8366, Cook County, Illinois",31416,17,031,836600
"Census Tract 8367, Cook County, Illinois",62758,17,031,836700
"Census Tract 8368, Cook County, Illinois",43758,17,031,836800
"Census Tract 8369, Cook County, Illinois",28971,17,031,836900
"Census Tract 8370, Cook County, Illinois",43511,17,031,837000
"Census Tract 8371, Cook County, Illinois",38055,17,031,837100
"Census Tract 8373, Cook County, Illinois",10098,17,031,837300
"Census Tract 8374, Cook County, Illinois",38816,17,031,837400
