NAME,S1501_C01_059E,state,county,tract
"Census Tract 2510, Cook County, Illinois",27792,17,031,251000
"Census Tract 2511, Cook County, Illinois",25457,17,031,251100
"Census Tract 2512, Cook County, Illinois",32613,17,031,251200
"Census Tract 2513, Cook County, Illinois",28012,17,031,251300
"Census Tract 2514, Cook County, Illinois",32445,17,031,251400
"Census Tract 2515, Cook County, Illinois",35365,17,031,251500
"Census Tract 2516, Cook County, Illinois",30529,17,031,251600
"Census Tract 2517, Cook County, Illinois",35277,17,031,251700
"Census Tract 2518, Cook County, Illinois",21892,17,031,251800
"Census Tract 2519, Cook County, Illinois",25476,17,031,251900
"Census Tract 2520, Cook County, Illinois",26395,17,031,252000
"Census Tract 2521.01, Cook County, Illinois",30720,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",25765,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",25727,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",27495,17,031,252202
"Census Tract 2601, Cook County, Illinois",30464,17,031,260100
"Census Tract 2602, Cook County, Illinois",24798,17,031,260200
"Census Tract 2603, Cook County, Illinois",19943,17,031,260300
"Census Tract 2604, Cook County, Illinois",25583,17,031,260400
"Census Tract 2605, Cook County, Illinois",24448,17,031,260500
"Census Tract 2606, Cook County, Illinois",28925,17,031,260600
"Census Tract 2607, Cook County, Illinois",30697,17,031,260700
"Census Tract 2608, Cook County, Illinois",31221,17,031,260800
"Census Tract 2609, Cook County, Illinois",17007,17,031,260900
"Census Tract 2610, Cook County, Illinois",33715,17,031,261000
"Census Tract 2705, Cook County, Illinois",30847,17,031,270500
"Census Tract 2712, Cook County, Illinois",26429,17,031,271200
"Census Tract 2713, Cook County, Illinois",26691,17,031,271300
"Census Tract 2714, Cook County, Illinois",25521,17,031,271400
"Census Tract 2715, Cook County, Illinois",44010,17,031,271500
"Census Tract 2718, Cook County, Illinois",30357,17,031,271800
"Census Tract 2801, Cook County, Illinois",92339,17,031,280100
"Census Tract 2804, Cook County, Illinois",36098,17,031,280400
"Census Tract 2808, Cook County, Illinois",25266,17,031,280800
"Census Tract 2809, Cook County, Illinois",-666666666,17,031,280900
"Census Tract 2819, Cook County, Illinois",93838,17,031,281900
"Census Tract 2827, Cook County, Illinois",43321,17,031,282700
"Census Tract 2508, Cook County, Illinois",29114,17,031,250800
"Census Tract 2828, Cook County, Illinois",50577,17,031,282800
"Census Tract 2831, Cook County, Illinois",43958,17,031,283100
