NAME,S1501_C01_059E,state,county,tract
"Census Tract 8233.04, Cook County, Illinois",35697,17,031,823304
"Census Tract 8245.07, Cook County, Illinois",42156,17,031,824507
"Census Tract 8248, Cook County, Illinois",31723,17,031,824800
"Census Tract 8249, Cook County, Illinois",31406,17,031,824900
"Census Tract 8254, Cook County, Illinois",45771,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",30825,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",40830,17,031,825503
"Census Tract 8255.05, Cook County, Illinois",41719,17,031,825505
"Census Tract 5306, Cook County, Illinois",30694,17,031,530600
"Census Tract 3108, Cook County, Illinois",27354,17,031,310800
"Census Tract 3302, Cook County, Illinois",77870,17,031,330200
"Census Tract 3405, Cook County, Illinois",26194,17,031,340500
"Census Tract 3515, Cook County, Illinois",22039,17,031,351500
"Census Tract 3903, Cook County, Illinois",35978,17,031,390300
"Census Tract 4008, Cook County, Illinois",21923,17,031,400800
"Census Tract 4108, Cook County, Illinois",40043,17,031,410800
"Census Tract 4203, Cook County, Illinois",35324,17,031,420300
"Census Tract 4302, Cook County, Illinois",26897,17,031,430200
"Census Tract 4305, Cook County, Illinois",31854,17,031,430500
"Census Tract 4314, Cook County, Illinois",28489,17,031,431400
"Census Tract 4407, Cook County, Illinois",43621,17,031,440700
"Census Tract 4701, Cook County, Illinois",26034,17,031,470100
"Census Tract 4801, Cook County, Illinois",42027,17,031,480100
"Census Tract 4911, Cook County, Illinois",24875,17,031,491100
"Census Tract 4913, Cook County, Illinois",19087,17,031,491300
"Census Tract 5101, Cook County, Illinois",30387,17,031,510100
"Census Tract 5201, Cook County, Illinois",25804,17,031,520100
"Census Tract 5301, Cook County, Illinois",26295,17,031,530100
"Census Tract 5302, Cook County, Illinois",28455,17,031,530200
"Census Tract 5601, Cook County, Illinois",29350,17,031,560100
"Census Tract 8016.03, Cook County, Illinois",29735,17,031,801603
"Census Tract 8016.08, Cook County, Illinois",70865,17,031,801608
"Census Tract 8019.01, Cook County, Illinois",49428,17,031,801901
"Census Tract 8024.02, Cook County, Illinois",35912,17,031,802402
"Census Tract 8030.10, Cook County, Illinois",59898,17,031,803010
"Census Tract 713, Cook County, Illinois",83160,17,031,071300
"Census Tract 803, Cook County, Illinois",86756,17,031,080300
"Census Tract 816, Cook County, Illinois",90994,17,031,081600
"Census Tract 818, Cook County, Illinois",88995,17,031,081800
"Census Tract 819, Cook County, Illinois",82917,17,031,081900
"Census Tract 5703, Cook County, Illinois",29375,17,031,570300
"Census Tract 6115, Cook County, Illinois",22003,17,031,611500
"Census Tract 6117, Cook County, Illinois",24057,17,031,611700
"Census Tract 6202, Cook County, Illinois",31397,17,031,620200
"Census Tract 8163, Cook County, Illinois",31414,17,031,816300
"Census Tract 8170, Cook County, Illinois",36705,17,031,817000
"Census Tract 8185, Cook County, Illinois",47384,17,031,818500
"Census Tract 8187, Cook County, Illinois",53494,17,031,818700
"Census Tract 2001, Cook County, Illinois",32518,17,031,200100
"Census Tract 1609, Cook County, Illinois",53253,17,031,160900
"Census Tract 1709, Cook County, Illinois",39375,17,031,170900
"Census Tract 2203, Cook County, Illinois",52442,17,031,220300
"Census Tract 6301, Cook County, Illinois",30633,17,031,630100
"Census Tract 6610, Cook County, Illinois",30018,17,031,661000
"Census Tract 6702, Cook County, Illinois",35833,17,031,670200
"Census Tract 104, Cook County, Illinois",42088,17,031,010400
"Census Tract 3801, Cook County, Illinois",32895,17,031,380100
"Census Tract 6718, Cook County, Illinois",26489,17,031,671800
"Census Tract 6911, Cook County, Illinois",24872,17,031,691100
"Census Tract 5303, Cook County, Illinois",27530,17,031,530300
