NAME,S2701_C02_001E,state,county,tract
"Census Tract 4302, Cook County, Illinois",4350,17,031,430200
"Census Tract 4305, Cook County, Illinois",3306,17,031,430500
"Census Tract 4314, Cook County, Illinois",5776,17,031,431400
"Census Tract 4407, Cook County, Illinois",1210,17,031,440700
"Census Tract 4701, Cook County, Illinois",2028,17,031,470100
"Census Tract 8214.02, Cook County, Illinois",2730,17,031,821402
"Census Tract 8221.01, Cook County, Illinois",4083,17,031,822101
"Census Tract 8231.02, Cook County, Illinois",3105,17,031,823102
"Census Tract 8233.04, Cook County, Illinois",5668,17,031,823304
"Census Tract 8245.07, Cook County, Illinois",4080,17,031,824507
"Census Tract 8248, Cook County, Illinois",6753,17,031,824800
"Census Tract 8249, Cook County, Illinois",3131,17,031,824900
"Census Tract 8254, Cook County, Illinois",5059,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",5038,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",6431,17,031,825503
"Census Tract 8255.05, Cook County, Illinois",5325,17,031,825505
"Census Tract 8262.02, Cook County, Illinois",5139,17,031,826202
"Census Tract 8036.03, Cook County, Illinois",6722,17,031,803603
"Census Tract 8036.10, Cook County, Illinois",6582,17,031,803610
"Census Tract 8042.01, Cook County, Illinois",8486,17,031,804201
"Census Tract 8175, Cook County, Illinois",2891,17,031,817500
"Census Tract 8177, Cook County, Illinois",4927,17,031,817700
"Census Tract 8179, Cook County, Illinois",5070,17,031,817900
"Census Tract 8214.01, Cook County, Illinois",3600,17,031,821401
"Census Tract 8201.04, Cook County, Illinois",3883,17,031,820104
"Census Tract 8202.01, Cook County, Illinois",7451,17,031,820201
"Census Tract 8212, Cook County, Illinois",5505,17,031,821200
"Census Tract 8216, Cook County, Illinois",4008,17,031,821600
"Census Tract 8217, Cook County, Illinois",4586,17,031,821700
"Census Tract 8221.02, Cook County, Illinois",4487,17,031,822102
"Census Tract 2226, Cook County, Illinois",1423,17,031,222600
"Census Tract 2308, Cook County, Illinois",1251,17,031,230800
"Census Tract 2407, Cook County, Illinois",1648,17,031,240700
"Census Tract 2410, Cook County, Illinois",1762,17,031,241000
"Census Tract 612, Cook County, Illinois",1850,17,031,061200
"Census Tract 615, Cook County, Illinois",1841,17,031,061500
"Census Tract 629, Cook County, Illinois",3710,17,031,062900
"Census Tract 2107, Cook County, Illinois",3876,17,031,210700
"Census Tract 2211, Cook County, Illinois",4096,17,031,221100
"Census Tract 2212, Cook County, Illinois",2732,17,031,221200
"Census Tract 630, Cook County, Illinois",3292,17,031,063000
"Census Tract 712, Cook County, Illinois",2016,17,031,071200
"Census Tract 815, Cook County, Illinois",4552,17,031,081500
"Census Tract 903, Cook County, Illinois",1359,17,031,090300
"Census Tract 1303, Cook County, Illinois",4629,17,031,130300
"Census Tract 1006, Cook County, Illinois",4486,17,031,100600
"Census Tract 1104, Cook County, Illinois",4049,17,031,110400
"Census Tract 1202, Cook County, Illinois",4536,17,031,120200
"Census Tract 7708, Cook County, Illinois",4842,17,031,770800
"Census Tract 6910, Cook County, Illinois",2267,17,031,691000
"Census Tract 7104, Cook County, Illinois",5020,17,031,710400
"Census Tract 7404, Cook County, Illinois",4337,17,031,740400
"Census Tract 8008, Cook County, Illinois",2186,17,031,800800
"Census Tract 810, Cook County, Illinois",6934,17,031,081000
"Census Tract 304, Cook County, Illinois",2355,17,031,030400
"Census Tract 5101, Cook County, Illinois",2739,17,031,510100
"Census Tract 4801, Cook County, Illinois",1965,17,031,480100
"Census Tract 4911, Cook County, Illinois",3712,17,031,491100
"Census Tract 4913, Cook County, Illinois",2180,17,031,491300
"Census Tract 5201, Cook County, Illinois",1527,17,031,520100
"Census Tract 5301, Cook County, Illinois",1874,17,031,530100
"Census Tract 5302, Cook County, Illinois",3603,17,031,530200
"Census Tract 5601, Cook County, Illinois",1164,17,031,560100
"Census Tract 5801, Cook County, Illinois",2281,17,031,580100
"Census Tract 5806, Cook County, Illinois",4357,17,031,580600
"Census Tract 5905, Cook County, Illinois",1615,17,031,590500
"Census Tract 6004, Cook County, Illinois",3804,17,031,600400
"Census Tract 8191, Cook County, Illinois",3672,17,031,819100
"Census Tract 8196, Cook County, Illinois",3594,17,031,819600
"Census Tract 8278.04, Cook County, Illinois",3090,17,031,827804
"Census Tract 602, Cook County, Illinois",2077,17,031,060200
"Census Tract 610, Cook County, Illinois",2134,17,031,061000
"Census Tract 624, Cook County, Illinois",1527,17,031,062400
"Census Tract 702, Cook County, Illinois",4040,17,031,070200
"Census Tract 703, Cook County, Illinois",3505,17,031,070300
"Census Tract 106, Cook County, Illinois",4976,17,031,010600
"Census Tract 204, Cook County, Illinois",3770,17,031,020400
"Census Tract 310, Cook County, Illinois",3685,17,031,031000
"Census Tract 403, Cook County, Illinois",2786,17,031,040300
"Census Tract 506, Cook County, Illinois",2115,17,031,050600
"Census Tract 605, Cook County, Illinois",1271,17,031,060500
"Census Tract 609, Cook County, Illinois",6646,17,031,060900
"Census Tract 2108, Cook County, Illinois",839,17,031,210800
"Census Tract 1507, Cook County, Illinois",3502,17,031,150700
"Census Tract 1613, Cook County, Illinois",2776,17,031,161300
"Census Tract 2104, Cook County, Illinois",2150,17,031,210400
