NAME,S1903_C03_001E,state,county,tract
"Census Tract 2412, Cook County, Illinois",116346,17,031,241200
"Census Tract 2413, Cook County, Illinois",158750,17,031,241300
"Census Tract 2414, Cook County, Illinois",149792,17,031,241400
"Census Tract 2415, Cook County, Illinois",158750,17,031,241500
"Census Tract 2416, Cook County, Illinois",107031,17,031,241600
"Census Tract 2420, Cook County, Illinois",133017,17,031,242000
"Census Tract 2421, Cook County, Illinois",177356,17,031,242100
"Census Tract 2422, Cook County, Illinois",147206,17,031,242200
"Census Tract 2423, Cook County, Illinois",94670,17,031,242300
"Census Tract 2424, Cook County, Illinois",94659,17,031,242400
"Census Tract 2425, Cook County, Illinois",79722,17,031,242500
"Census Tract 2426, Cook County, Illinois",80217,17,031,242600
"Census Tract 2427, Cook County, Illinois",65781,17,031,242700
"Census Tract 2428, Cook County, Illinois",127813,17,031,242800
"Census Tract 2429, Cook County, Illinois",122857,17,031,242900
"Census Tract 2430, Cook County, Illinois",106250,17,031,243000
"Census Tract 2431, Cook County, Illinois",103750,17,031,243100
"Census Tract 2432, Cook County, Illinois",118553,17,031,243200
"Census Tract 2433, Cook County, Illinois",115855,17,031,243300
"Census Tract 2434, Cook County, Illinois",101450,17,031,243400
"Census Tract 2435, Cook County, Illinois",148646,17,031,243500
"Census Tract 2502, Cook County, Illinois",55208,17,031,250200
"Census Tract 2503, Cook County, Illinois",42935,17,031,250300
"Census Tract 2504, Cook County, Illinois",47500,17,031,250400
"Census Tract 2505, Cook County, Illinois",104659,17,031,250500
"Census Tract 2506, Cook County, Illinois",56985,17,031,250600
"Census Tract 2507, Cook County, Illinois",43358,17,031,250700
"Census Tract 2508, Cook County, Illinois",61229,17,031,250800
"Census Tract 2510, Cook County, Illinois",29915,17,031,251000
"Census Tract 2511, Cook County, Illinois",29460,17,031,251100
"Census Tract 2512, Cook County, Illinois",42522,17,031,251200
"Census Tract 2513, Cook County, Illinois",37026,17,031,251300
"Census Tract 2514, Cook County, Illinois",18806,17,031,251400
"Census Tract 2515, Cook County, Illinois",38702,17,031,251500
"Census Tract 2516, Cook County, Illinois",32593,17,031,251600
"Census Tract 2517, Cook County, Illinois",52031,17,031,251700
"Census Tract 2518, Cook County, Illinois",26940,17,031,251800
"Census Tract 2519, Cook County, Illinois",26830,17,031,251900
"Census Tract 2520, Cook County, Illinois",27156,17,031,252000
"Census Tract 2521.01, Cook County, Illinois",-666666666,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",45969,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",39702,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",37188,17,031,252202
"Census Tract 2601, Cook County, Illinois",21188,17,031,260100
"Census Tract 2602, Cook County, Illinois",41506,17,031,260200
"Census Tract 2603, Cook County, Illinois",18803,17,031,260300
"Census Tract 2604, Cook County, Illinois",-666666666,17,031,260400
"Census Tract 2605, Cook County, Illinois",40985,17,031,260500
"Census Tract 2606, Cook County, Illinois",43427,17,031,260600
"Census Tract 2607, Cook County, Illinois",30694,17,031,260700
"Census Tract 2608, Cook County, Illinois",37708,17,031,260800
"Census Tract 2609, Cook County, Illinois",24112,17,031,260900
"Census Tract 2610, Cook County, Illinois",40684,17,031,261000
"Census Tract 2705, Cook County, Illinois",19107,17,031,270500
"Census Tract 2712, Cook County, Illinois",27784,17,031,271200
"Census Tract 2713, Cook County, Illinois",33750,17,031,271300
"Census Tract 2714, Cook County, Illinois",27273,17,031,271400
"Census Tract 2715, Cook County, Illinois",37857,17,031,271500
"Census Tract 2718, Cook County, Illinois",50441,17,031,271800
"Census Tract 2801, Cook County, Illinois",131742,17,031,280100
"Census Tract 2804, Cook County, Illinois",65972,17,031,280400
"Census Tract 2808, Cook County, Illinois",21786,17,031,280800
"Census Tract 2809, Cook County, Illinois",-666666666,17,031,280900
"Census Tract 2819, Cook County, Illinois",118669,17,031,281900
"Census Tract 2827, Cook County, Illinois",77826,17,031,282700
"Census Tract 2828, Cook County, Illinois",74158,17,031,282800
"Census Tract 2831, Cook County, Illinois",41555,17,031,283100
"Census Tract 2832, Cook County, Illinois",53153,17,031,283200
"Census Tract 2838, Cook County, Illinois",76615,17,031,283800
"Census Tract 2909, Cook County, Illinois",31528,17,031,290900
"Census Tract 2912, Cook County, Illinois",26250,17,031,291200
"Census Tract 2916, Cook County, Illinois",110167,17,031,291600
"Census Tract 2922, Cook County, Illinois",32192,17,031,292200
"Census Tract 2924, Cook County, Illinois",44801,17,031,292400
"Census Tract 2925, Cook County, Illinois",46847,17,031,292500
"Census Tract 3005, Cook County, Illinois",49500,17,031,300500
"Census Tract 3006, Cook County, Illinois",46839,17,031,300600
"Census Tract 3007, Cook County, Illinois",43801,17,031,300700
"Census Tract 3008, Cook County, Illinois",30465,17,031,300800
"Census Tract 3009, Cook County, Illinois",30395,17,031,300900
"Census Tract 3011, Cook County, Illinois",34315,17,031,301100
"Census Tract 3012, Cook County, Illinois",38319,17,031,301200
"Census Tract 3016, Cook County, Illinois",28527,17,031,301600
"Census Tract 3017.01, Cook County, Illinois",49026,17,031,301701
"Census Tract 3017.02, Cook County, Illinois",40128,17,031,301702
"Census Tract 3018.01, Cook County, Illinois",41188,17,031,301801
"Census Tract 3018.02, Cook County, Illinois",37857,17,031,301802
"Census Tract 3018.03, Cook County, Illinois",37299,17,031,301803
"Census Tract 3102, Cook County, Illinois",96042,17,031,310200
"Census Tract 3103, Cook County, Illinois",70149,17,031,310300
"Census Tract 3104, Cook County, Illinois",59833,17,031,310400
"Census Tract 3105, Cook County, Illinois",53923,17,031,310500
"Census Tract 3106, Cook County, Illinois",68958,17,031,310600
"Census Tract 3107, Cook County, Illinois",60278,17,031,310700
"Census Tract 3108, Cook County, Illinois",59474,17,031,310800
"Census Tract 3109, Cook County, Illinois",68347,17,031,310900
"Census Tract 3201.01, Cook County, Illinois",112139,17,031,320101
"Census Tract 3201.02, Cook County, Illinois",178084,17,031,320102
"Census Tract 3204, Cook County, Illinois",155189,17,031,320400
"Census Tract 3206, Cook County, Illinois",113051,17,031,320600
"Census Tract 3301.01, Cook County, Illinois",161990,17,031,330101
"Census Tract 3301.02, Cook County, Illinois",105639,17,031,330102
"Census Tract 3301.03, Cook County, Illinois",99623,17,031,330103
"Census Tract 3302, Cook County, Illinois",117237,17,031,330200
"Census Tract 3403, Cook County, Illinois",35761,17,031,340300
"Census Tract 3404, Cook County, Illinois",46827,17,031,340400
"Census Tract 3405, Cook County, Illinois",35060,17,031,340500
"Census Tract 3406, Cook County, Illinois",13897,17,031,340600
"Census Tract 3501, Cook County, Illinois",56593,17,031,350100
"Census Tract 3504, Cook County, Illinois",18368,17,031,350400
"Census Tract 3510, Cook County, Illinois",52877,17,031,351000
"Census Tract 3511, Cook County, Illinois",14463,17,031,351100
"Census Tract 3514, Cook County, Illinois",15865,17,031,351400
"Census Tract 3515, Cook County, Illinois",-666666666,17,031,351500
"Census Tract 3602, Cook County, Illinois",25305,17,031,360200
