,census_tract_id,census_tract_id_11,census_tract_name,community_id,community_name,zip_code
1149,620400,17031620400,6204.0,62,WEST ELSDON,60632
1150,620400,17031620400,6204.0,62,WEST ELSDON,60629
1151,630100,17031630100,6301.0,63,GAGE PARK,nan
1152,630300,17031630300,6303.0,63,GAGE PARK,60632
1153,630400,17031630400,6304.0,63,GAGE PARK,60632
1154,630500,17031630500,6305.0,63,GAGE PARK,60609
1155,630500,17031630500,6305.0,63,GAGE PARK,60632
1156,110300,17031110300,1103.0,11,JEFFERSON PARK,6063
1157,110400,17031110400,1104.0,11,JEFFERSON PARK,6063
1158,280100,17031280100,2801.0,28,NEAR WEST SIDE,60606
1159,280100,17031280100,2801.0,28,NEAR WEST SIDE,60661
1160,280100,17031280100,2801.0,28,NEAR WEST SIDE,60654
1161,120100,17031120100,1201.0,12,FOREST GLEN,60714
1162,120100,17031120100,1201.0,12,FOREST GLEN,60646
1163,280800,17031280800,2808.0,28,NEAR WEST SIDE,60612
1164,120200,17031120200,1202.0,12,FOREST GLEN,60646
1165,271400,17031271400,2714.0,27,EAST GARFIELD PARK,60624
1166,71000,17031071000,710.0,7,LINCOLN PARK,60614
1167,281900,17031281900,2819.0,28,NEAR WEST SIDE,60607
1168,281900,17031281900,2819.0,28,NEAR WEST SIDE,60661
1169,281900,17031281900,2819.0,28,NEAR WEST SIDE,60606
1170,550100,17031550100,5501.0,55,HEGEWISCH,60633
1171,550100,17031550100,5501.0,55,HEGEWISCH,60617
1172,71200,17031071200,712.0,7,LINCOLN PARK,60614
1173,611500,17031611500,6115.0,61,NEW CITY,60609
1174,611800,17031611800,6118.0,61,NEW CITY,60609
1175,611900,17031611900,6119.0,61,NEW CITY,60609
1176,612000,17031612000,6120.0,61,NEW CITY,60609
1177,620100,17031620100,6201.0,62,WEST ELSDON,60632
1178,620200,17031620200,6202.0,62,WEST ELSDON,60632
1179,70200,17031070200,702.0,7,LINCOLN PARK,60614
1180,70400,17031070400,704.0,7,LINCOLN PARK,60614
1181,70500,17031070500,705.0,7,LINCOLN PARK,60614
1182,130300,17031130300,1303.0,13,NORTH PARK,60659
1183,292200,17031292200,2922.0,29,NORTH LAWNDALE,60623
1184,630900,17031630900,6309.0,63,GAGE PARK,60632
1185,630900,17031630900,6309.0,63,GAGE PARK,60629
