census_tract_id,indicator_name,value,year
820000,agg_rent,160100,2020
820101,agg_rent,112800,2020
820103,agg_rent,475300,2020
820104,agg_rent,559800,2020
820202,agg_rent,260600,2020
820203,agg_rent,0,2020
820204,agg_rent,258200,2020
820300,agg_rent,497800,2020
820400,agg_rent,704600,2020
820501,agg_rent,389400,2020
820502,agg_rent,648700,2020
820603,agg_rent,557600,2020
820604,agg_rent,598800,2020
820605,agg_rent,1484600,2020
820606,agg_rent,642200,2020
820700,agg_rent,354900,2020
820800,agg_rent,157700,2020
820901,agg_rent,547200,2020
820902,agg_rent,293600,2020
821001,agg_rent,544200,2020
821002,agg_rent,268900,2020
821101,agg_rent,211000,2020
821102,agg_rent,209100,2020
821200,agg_rent,846500,2020
821300,agg_rent,932900,2020
821401,agg_rent,480900,2020
821402,agg_rent,423800,2020
821500,agg_rent,340000,2020
821600,agg_rent,497500,2020
821700,agg_rent,372000,2020
821800,agg_rent,446800,2020
821900,agg_rent,197000,2020
822000,agg_rent,300800,2020
822101,agg_rent,420800,2020
822102,agg_rent,498000,2020
430200,agg_rent,1482300,2018
430500,agg_rent,1080900,2018
431400,agg_rent,2370900,2018
440700,agg_rent,149000,2018
470100,agg_rent,297900,2018
821402,agg_rent,366400,2018
822101,agg_rent,280700,2018
823102,agg_rent,338400,2018
823304,agg_rent,936300,2018
824507,agg_rent,450800,2018
824800,agg_rent,470900,2018
824900,agg_rent,298300,2018
825400,agg_rent,600200,2018
825501,agg_rent,916400,2018
825503,agg_rent,855100,2018
825505,agg_rent,439400,2018
826202,agg_rent,383400,2018
803603,agg_rent,397100,2018
803610,agg_rent,1468700,2018
804201,agg_rent,280900,2018
817500,agg_rent,469700,2018
817700,agg_rent,172900,2018
817900,agg_rent,807200,2018
821401,agg_rent,568800,2018
820104,agg_rent,443900,2018
820201,agg_rent,462800,2018
821200,agg_rent,887400,2018
821600,agg_rent,394900,2018
821700,agg_rent,269800,2018
822102,agg_rent,492100,2018
222600,agg_rent,516300,2018
230800,agg_rent,125600,2018
240700,agg_rent,446100,2018
241000,agg_rent,536500,2018
61200,agg_rent,874200,2018
61500,agg_rent,857100,2018
62900,agg_rent,1678500,2018
210700,agg_rent,1028300,2018
221100,agg_rent,1371100,2018
221200,agg_rent,976400,2018
63000,agg_rent,1610400,2018
71200,agg_rent,676100,2018
81500,agg_rent,3743600,2018
90300,agg_rent,117800,2018
130300,agg_rent,977500,2018
100600,agg_rent,407700,2018
110400,agg_rent,765400,2018
120200,agg_rent,429100,2018
691000,agg_rent,502100,2018
710400,agg_rent,746600,2018
740400,agg_rent,536300,2018
770800,agg_rent,781500,2018
800800,agg_rent,209100,2018
81000,agg_rent,4693900,2018
30400,agg_rent,632800,2018
480100,agg_rent,152800,2018
491100,agg_rent,255000,2018
491300,agg_rent,241200,2018
510100,agg_rent,273000,2018
520100,agg_rent,113700,2018
530100,agg_rent,218300,2018
530200,agg_rent,413200,2018
560100,agg_rent,60200,2018
580100,agg_rent,258900,2018
580600,agg_rent,470600,2018
590500,agg_rent,233700,2018
600400,agg_rent,710000,2018
819100,agg_rent,841500,2018
819600,agg_rent,135200,2018
827804,agg_rent,106300,2018
60200,agg_rent,1069100,2018
61000,agg_rent,1472200,2018
62400,agg_rent,562300,2018
70200,agg_rent,1847700,2018
70300,agg_rent,1672900,2018
10600,agg_rent,2095100,2018
20400,agg_rent,825500,2018
31000,agg_rent,1425000,2018
40300,agg_rent,415600,2018
50600,agg_rent,787400,2018
60500,agg_rent,399100,2018
60900,agg_rent,3520200,2018
150700,agg_rent,632800,2018
161300,agg_rent,822700,2018
210400,agg_rent,524100,2018
210800,agg_rent,229200,2018
221600,agg_rent,1064200,2018
801800,agg_rent,347500,2018
802900,agg_rent,186400,2018
803604,agg_rent,697500,2018
803800,agg_rent,294900,2018
804505,agg_rent,577300,2018
804701,agg_rent,1282900,2018
804706,agg_rent,51800,2018
824005,agg_rent,259200,2018
824006,agg_rent,189700,2018
824113,agg_rent,0,2018
824114,agg_rent,261900,2018
824115,agg_rent,299500,2018
824116,agg_rent,1100300,2018
804000,agg_rent,329700,2018
140601,agg_rent,449500,2018
140701,agg_rent,818600,2018
140702,agg_rent,1340200,2018
150401,agg_rent,726900,2018
150402,agg_rent,372300,2018
150501,agg_rent,421200,2018
150502,agg_rent,494800,2018
151001,agg_rent,338100,2018
151002,agg_rent,761300,2018
160502,agg_rent,692100,2018
160601,agg_rent,763800,2018
808800,agg_rent,472700,2018
809200,agg_rent,730200,2018
810501,agg_rent,300900,2018
811100,agg_rent,1107000,2018
811200,agg_rent,397100,2018
812500,agg_rent,730100,2018
812700,agg_rent,1033900,2018
814000,agg_rent,442300,2018
815000,agg_rent,657100,2018
815400,agg_rent,866200,2018
816600,agg_rent,489500,2018
827500,agg_rent,564800,2018
827801,agg_rent,428700,2018
828506,agg_rent,607700,2018
829100,agg_rent,427700,2018
829500,agg_rent,360700,2018
830004,agg_rent,418500,2018
830005,agg_rent,602400,2018
830006,agg_rent,210200,2018
830201,agg_rent,1154400,2018
804406,agg_rent,396800,2018
804506,agg_rent,240600,2018
804507,agg_rent,1082900,2018
814500,agg_rent,336400,2018
815701,agg_rent,149700,2018
816700,agg_rent,274100,2018
826600,agg_rent,814400,2018
100200,agg_rent,636600,2018
100300,agg_rent,1158200,2018
120400,agg_rent,284500,2018
150300,agg_rent,1196500,2018
151200,agg_rent,307700,2018
160200,agg_rent,334300,2018
170400,agg_rent,459600,2018
170800,agg_rent,406000,2018
180100,agg_rent,440300,2018
410200,agg_rent,616300,2018
410600,agg_rent,846400,2018
411000,agg_rent,1088000,2018
430800,agg_rent,396000,2018
430900,agg_rent,381200,2018
440300,agg_rent,548400,2018
440600,agg_rent,87700,2018
460600,agg_rent,151200,2018
40700,agg_rent,1143000,2018
40900,agg_rent,671100,2018
60100,agg_rent,938800,2018
60300,agg_rent,905200,2018
60400,agg_rent,1249900,2018
62000,agg_rent,1458700,2018
62200,agg_rent,987300,2018
62500,agg_rent,666300,2018
63100,agg_rent,1257500,2018
90200,agg_rent,812000,2018
100400,agg_rent,55800,2018
100700,agg_rent,232400,2018
120300,agg_rent,184200,2018
292500,agg_rent,701200,2018
71500,agg_rent,4345900,2018
390600,agg_rent,396300,2018
807000,agg_rent,1206500,2018
381500,agg_rent,113500,2018
410700,agg_rent,835500,2018
808301,agg_rent,603300,2018
808302,agg_rent,210100,2018
809300,agg_rent,1397700,2018
460400,agg_rent,566400,2018
560700,agg_rent,401900,2018
561100,agg_rent,112400,2018
570200,agg_rent,72000,2018
10100,agg_rent,1435600,2018
30500,agg_rent,1947700,2018
71700,agg_rent,565800,2018
20200,agg_rent,663400,2018
230300,agg_rent,139100,2018
230900,agg_rent,1080000,2018
231100,agg_rent,148700,2018
240600,agg_rent,425100,2018
243400,agg_rent,683600,2018
250200,agg_rent,253400,2018
250700,agg_rent,930600,2018
251300,agg_rent,553300,2018
282700,agg_rent,476600,2018
440201,agg_rent,1466800,2018
530501,agg_rent,463100,2018
530503,agg_rent,451600,2018
540101,agg_rent,619000,2018
540102,agg_rent,419800,2018
580501,agg_rent,518500,2018
580502,agg_rent,510100,2018
650301,agg_rent,292100,2018
650302,agg_rent,152000,2018
660301,agg_rent,229700,2018
660302,agg_rent,730000,2018
700301,agg_rent,225000,2018
700302,agg_rent,287500,2018
700401,agg_rent,380500,2018
381700,agg_rent,-666666666,2018
390100,agg_rent,400200,2018
380700,agg_rent,294400,2018
381200,agg_rent,479800,2018
390200,agg_rent,287000,2018
400300,agg_rent,463800,2018
400500,agg_rent,452000,2018
410100,agg_rent,1233800,2018
160602,agg_rent,795800,2018
160501,agg_rent,661200,2018
190601,agg_rent,527300,2018
190401,agg_rent,393300,2018
190402,agg_rent,618400,2018
10201,agg_rent,1804100,2018
10502,agg_rent,1204600,2018
10202,agg_rent,735100,2018
10501,agg_rent,1926200,2018
10503,agg_rent,646000,2018
10701,agg_rent,760200,2018
10702,agg_rent,1554300,2018
20302,agg_rent,728300,2018
20602,agg_rent,838400,2018
20701,agg_rent,308400,2018
20301,agg_rent,367500,2018
20601,agg_rent,1082800,2018
20702,agg_rent,1606300,2018
20801,agg_rent,1272400,2018
20802,agg_rent,1532600,2018
20901,agg_rent,1416900,2018
20902,agg_rent,638800,2018
271400,agg_rent,310300,2018
280100,agg_rent,5508600,2018
823500,agg_rent,558800,2018
821500,agg_rent,283200,2018
821800,agg_rent,489200,2018
823400,agg_rent,554100,2018
310300,agg_rent,491300,2018
823901,agg_rent,137000,2018
824601,agg_rent,227600,2018
824702,agg_rent,431800,2018
200200,agg_rent,777200,2018
221400,agg_rent,1027100,2018
817101,agg_rent,674000,2018
817200,agg_rent,679700,2018
817400,agg_rent,274600,2018
819900,agg_rent,81300,2018
820501,agg_rent,294900,2018
822400,agg_rent,791000,2018
822802,agg_rent,158400,2018
823303,agg_rent,485300,2018
31400,agg_rent,1623100,2018
40600,agg_rent,923100,2018
817600,agg_rent,398400,2018
818402,agg_rent,449200,2018
826800,agg_rent,552300,2018
826902,agg_rent,177900,2018
510200,agg_rent,255100,2018
570500,agg_rent,297100,2018
600600,agg_rent,454800,2018
611200,agg_rent,361600,2018
640800,agg_rent,116500,2018
670900,agg_rent,167700,2018
691300,agg_rent,357700,2018
430700,agg_rent,912900,2018
490400,agg_rent,131900,2018
824106,agg_rent,353200,2018
806802,agg_rent,491400,2018
809400,agg_rent,2517700,2018
610300,agg_rent,594400,2018
611800,agg_rent,319300,2018
681200,agg_rent,451200,2018
711000,agg_rent,324800,2018
800600,agg_rent,191500,2018
804305,agg_rent,605700,2018
809900,agg_rent,834500,2018
811702,agg_rent,443900,2018
816000,agg_rent,1011400,2018
819400,agg_rent,677400,2018
210900,agg_rent,1004300,2018
260200,agg_rent,186500,2018
815500,agg_rent,612500,2018
818000,agg_rent,397400,2018
822900,agg_rent,151100,2018
823904,agg_rent,68000,2018
826402,agg_rent,529700,2018
829401,agg_rent,100600,2018
241100,agg_rent,1295500,2018
242000,agg_rent,2027800,2018
242100,agg_rent,1406900,2018
250600,agg_rent,305700,2018
251100,agg_rent,686500,2018
30900,agg_rent,813000,2018
31900,agg_rent,910500,2018
50200,agg_rent,1016400,2018
802100,agg_rent,232600,2018
802801,agg_rent,283200,2018
803100,agg_rent,155600,2018
803607,agg_rent,208600,2018
804606,agg_rent,317300,2018
804705,agg_rent,419900,2018
804710,agg_rent,293700,2018
804711,agg_rent,1819800,2018
805106,agg_rent,201700,2018
805109,agg_rent,180700,2018
805002,agg_rent,1591800,2018
804803,agg_rent,788500,2018
804808,agg_rent,19700,2018
804902,agg_rent,191100,2018
805112,agg_rent,464900,2018
805502,agg_rent,318500,2018
805801,agg_rent,121800,2018
806700,agg_rent,0,2018
807800,agg_rent,57000,2018
809000,agg_rent,565700,2018
809100,agg_rent,657800,2018
810302,agg_rent,456000,2018
810502,agg_rent,487400,2018
810701,agg_rent,901400,2018
810800,agg_rent,392900,2018
811402,agg_rent,295300,2018
811500,agg_rent,417300,2018
811900,agg_rent,223900,2018
191000,agg_rent,248200,2018
805600,agg_rent,55500,2018
806004,agg_rent,1090500,2018
807200,agg_rent,261800,2018
807500,agg_rent,112400,2018
828505,agg_rent,604500,2018
828701,agg_rent,296500,2018
829000,agg_rent,160100,2018
829402,agg_rent,248400,2018
803608,agg_rent,1316600,2018
804804,agg_rent,1024300,2018
805105,agg_rent,1650600,2018
805108,agg_rent,1714400,2018
805701,agg_rent,422900,2018
252000,agg_rent,1336000,2018
260100,agg_rent,264500,2018
260700,agg_rent,261900,2018
271300,agg_rent,161800,2018
81700,agg_rent,3740900,2018
100100,agg_rent,814300,2018
100500,agg_rent,292800,2018
130100,agg_rent,646800,2018
140200,agg_rent,1289000,2018
140500,agg_rent,620200,2018
160300,agg_rent,917100,2018
160800,agg_rent,1113200,2018
811600,agg_rent,947500,2018
811800,agg_rent,366800,2018
814400,agg_rent,729700,2018
815702,agg_rent,662100,2018
815800,agg_rent,151000,2018
816100,agg_rent,901600,2018
816300,agg_rent,460200,2018
817000,agg_rent,586200,2018
818500,agg_rent,173700,2018
818700,agg_rent,183100,2018
200100,agg_rent,532500,2018
160900,agg_rent,543200,2018
824117,agg_rent,73100,2018
824119,agg_rent,69000,2018
824120,agg_rent,147200,2018
824121,agg_rent,128200,2018
824122,agg_rent,205300,2018
824123,agg_rent,486300,2018
825303,agg_rent,697800,2018
825304,agg_rent,341400,2018
830007,agg_rent,707000,2018
830008,agg_rent,145500,2018
830500,agg_rent,337700,2018
830600,agg_rent,1330400,2018
830700,agg_rent,1082900,2018
830800,agg_rent,1350300,2018
830900,agg_rent,848100,2018
831000,agg_rent,740000,2018
831100,agg_rent,1619100,2018
831200,agg_rent,645400,2018
831300,agg_rent,123700,2018
831400,agg_rent,473800,2018
831500,agg_rent,470800,2018
831600,agg_rent,1010100,2018
831700,agg_rent,354700,2018
831800,agg_rent,1074300,2018
831900,agg_rent,1248700,2018
832000,agg_rent,782300,2018
832100,agg_rent,1677600,2018
832200,agg_rent,1320500,2018
832300,agg_rent,821100,2018
832400,agg_rent,917100,2018
832500,agg_rent,958200,2018
810000,agg_rent,1988200,2018
810200,agg_rent,1748700,2018
811000,agg_rent,88200,2018
805702,agg_rent,69100,2018
806801,agg_rent,561500,2018
807300,agg_rent,1370000,2018
808002,agg_rent,803000,2018
808900,agg_rent,356000,2018
809800,agg_rent,593900,2018
550100,agg_rent,470900,2018
560200,agg_rent,69700,2018
560400,agg_rent,49100,2018
570100,agg_rent,93000,2018
580800,agg_rent,215800,2018
611000,agg_rent,127100,2018
826401,agg_rent,506200,2018
826901,agg_rent,243500,2018
827000,agg_rent,406600,2018
828300,agg_rent,254200,2018
804508,agg_rent,486800,2018
804509,agg_rent,269200,2018
804510,agg_rent,631500,2018
804511,agg_rent,462100,2018
804608,agg_rent,334600,2018
804609,agg_rent,1213600,2018
804610,agg_rent,336700,2018
170900,agg_rent,162900,2018
220300,agg_rent,647800,2018
630100,agg_rent,104600,2018
661000,agg_rent,829600,2018
670200,agg_rent,106800,2018
10400,agg_rent,1613900,2018
380100,agg_rent,443700,2018
671800,agg_rent,114600,2018
691100,agg_rent,475600,2018
530300,agg_rent,226900,2018
560900,agg_rent,205300,2018
580300,agg_rent,239500,2018
611300,agg_rent,382600,2018
611600,agg_rent,131500,2018
620300,agg_rent,586500,2018
620400,agg_rent,163100,2018
120100,agg_rent,76900,2018
140100,agg_rent,845900,2018
150800,agg_rent,675700,2018
151100,agg_rent,846100,2018
160100,agg_rent,457200,2018
160400,agg_rent,942300,2018
171100,agg_rent,243400,2018
190300,agg_rent,702700,2018
823604,agg_rent,50900,2018
420500,agg_rent,487700,2018
430400,agg_rent,620700,2018
430600,agg_rent,327100,2018
440900,agg_rent,377500,2018
460100,agg_rent,560300,2018
480500,agg_rent,260800,2018
283100,agg_rent,1277000,2018
300700,agg_rent,575600,2018
300800,agg_rent,444500,2018
340600,agg_rent,142200,2018
340300,agg_rent,198400,2018
351000,agg_rent,2177300,2018
814300,agg_rent,454300,2018
815900,agg_rent,1519000,2018
808702,agg_rent,156000,2018
660600,agg_rent,979000,2018
670100,agg_rent,138900,2018
670800,agg_rent,166900,2018
671100,agg_rent,149100,2018
671200,agg_rent,167400,2018
671400,agg_rent,127400,2018
671500,agg_rent,258500,2018
671600,agg_rent,333800,2018
672000,agg_rent,326900,2018
804611,agg_rent,373200,2018
804713,agg_rent,1738600,2018
804714,agg_rent,205900,2018
804715,agg_rent,400100,2018
804716,agg_rent,355300,2018
806103,agg_rent,191700,2018
806104,agg_rent,939300,2018
806201,agg_rent,789200,2018
806202,agg_rent,894900,2018
812301,agg_rent,2625400,2018
812302,agg_rent,261200,2018
812801,agg_rent,901000,2018
812802,agg_rent,772800,2018
813301,agg_rent,428400,2018
813302,agg_rent,382500,2018
813701,agg_rent,541400,2018
813702,agg_rent,517900,2018
813801,agg_rent,264200,2018
813802,agg_rent,630000,2018
820603,agg_rent,503800,2018
820604,agg_rent,651300,2018
820605,agg_rent,1258200,2018
820606,agg_rent,402300,2018
823805,agg_rent,42200,2018
823806,agg_rent,417600,2018
824003,agg_rent,404100,2018
824004,agg_rent,861200,2018
832600,agg_rent,1553500,2018
832900,agg_rent,917100,2018
833000,agg_rent,3033600,2018
833100,agg_rent,2445000,2018
833300,agg_rent,941300,2018
833900,agg_rent,326700,2018
834000,agg_rent,818100,2018
834200,agg_rent,830600,2018
834300,agg_rent,618000,2018
834400,agg_rent,935500,2018
834500,agg_rent,295000,2018
750200,agg_rent,321600,2018
750300,agg_rent,156700,2018
750400,agg_rent,219700,2018
770500,agg_rent,225900,2018
800400,agg_rent,173700,2018
801607,agg_rent,879400,2018
31700,agg_rent,2090300,2018
31300,agg_rent,2477900,2018
814700,agg_rent,396900,2018
20100,agg_rent,786700,2018
836100,agg_rent,430900,2018
836200,agg_rent,49600,2018
30102,agg_rent,1162800,2018
30103,agg_rent,696400,2018
30101,agg_rent,1142200,2018
30104,agg_rent,673900,2018
30601,agg_rent,1184000,2018
30603,agg_rent,1110800,2018
30604,agg_rent,1512100,2018
30701,agg_rent,545200,2018
30702,agg_rent,764000,2018
30703,agg_rent,1176200,2018
30706,agg_rent,1551200,2018
700402,agg_rent,185200,2018
700501,agg_rent,581500,2018
700502,agg_rent,0,2018
730201,agg_rent,941400,2018
730202,agg_rent,381700,2018
760801,agg_rent,1892000,2018
807400,agg_rent,1006400,2018
807600,agg_rent,343200,2018
807900,agg_rent,0,2018
808001,agg_rent,134700,2018
301701,agg_rent,439400,2018
301802,agg_rent,303200,2018
301702,agg_rent,363700,2018
301801,agg_rent,452300,2018
301803,agg_rent,566800,2018
430101,agg_rent,1180100,2018
430102,agg_rent,1155400,2018
431301,agg_rent,779300,2018
431302,agg_rent,997100,2018
440101,agg_rent,1252900,2018
440102,agg_rent,954100,2018
440202,agg_rent,650900,2018
460301,agg_rent,413300,2018
460302,agg_rent,489300,2018
819000,agg_rent,648400,2018
819300,agg_rent,162000,2018
820400,agg_rent,691900,2018
820800,agg_rent,111200,2018
170100,agg_rent,359000,2018
170700,agg_rent,206300,2018
190100,agg_rent,480700,2018
220500,agg_rent,1034500,2018
826100,agg_rent,904300,2018
826304,agg_rent,415100,2018
242300,agg_rent,1191300,2018
836300,agg_rent,537200,2018
836400,agg_rent,698600,2018
836500,agg_rent,482400,2018
836600,agg_rent,505500,2018
836700,agg_rent,403900,2018
836800,agg_rent,424800,2018
836900,agg_rent,272500,2018
837000,agg_rent,329300,2018
837100,agg_rent,372800,2018
837300,agg_rent,390600,2018
837400,agg_rent,444600,2018
837800,agg_rent,782300,2018
803702,agg_rent,912000,2018
804108,agg_rent,2160300,2018
804109,agg_rent,217400,2018
804308,agg_rent,1218900,2018
804309,agg_rent,194200,2018
804310,agg_rent,592600,2018
804311,agg_rent,651900,2018
804403,agg_rent,816900,2018
804404,agg_rent,175700,2018
804405,agg_rent,559500,2018
760802,agg_rent,255700,2018
760803,agg_rent,1717400,2018
770201,agg_rent,1534200,2018
770202,agg_rent,153700,2018
770601,agg_rent,60500,2018
490300,agg_rent,232500,2018
490700,agg_rent,279300,2018
500100,agg_rent,530400,2018
520400,agg_rent,310800,2018
820902,agg_rent,275200,2018
821001,agg_rent,532200,2018
821002,agg_rent,230300,2018
822200,agg_rent,194500,2018
822500,agg_rent,262700,2018
822801,agg_rent,436400,2018
823200,agg_rent,145900,2018
823603,agg_rent,209500,2018
823705,agg_rent,469800,2018
824107,agg_rent,192600,2018
824300,agg_rent,416200,2018
825504,agg_rent,699400,2018
825700,agg_rent,519600,2018
825803,agg_rent,830200,2018
826303,agg_rent,454100,2018
827300,agg_rent,313300,2018
828503,agg_rent,480900,2018
640400,agg_rent,163200,2018
660400,agg_rent,375300,2018
660800,agg_rent,761600,2018
671300,agg_rent,186300,2018
825302,agg_rent,843100,2018
826500,agg_rent,666000,2018
826700,agg_rent,922700,2018
827100,agg_rent,319100,2018
828000,agg_rent,595900,2018
828202,agg_rent,637900,2018
829302,agg_rent,599900,2018
300900,agg_rent,626400,2018
301200,agg_rent,489100,2018
31100,agg_rent,2165200,2018
50100,agg_rent,984500,2018
50700,agg_rent,351500,2018
62100,agg_rent,1743800,2018
620100,agg_rent,230700,2018
630800,agg_rent,468200,2018
630200,agg_rent,232500,2018
580700,agg_rent,486900,2018
590600,agg_rent,355300,2018
600700,agg_rent,536100,2018
611900,agg_rent,233000,2018
222200,agg_rent,804000,2018
222500,agg_rent,382300,2018
222800,agg_rent,231100,2018
230700,agg_rent,714000,2018
240200,agg_rent,505300,2018
241400,agg_rent,2930200,2018
242400,agg_rent,1184400,2018
242500,agg_rent,1227200,2018
242600,agg_rent,1743800,2018
242700,agg_rent,501000,2018
243100,agg_rent,614000,2018
740300,agg_rent,180100,2018
530600,agg_rent,385000,2018
804607,agg_rent,560200,2018
804709,agg_rent,1548100,2018
805001,agg_rent,145900,2018
805110,agg_rent,994700,2018
805201,agg_rent,93100,2018
805202,agg_rent,552400,2018
830202,agg_rent,327100,2018
823302,agg_rent,1096000,2018
823703,agg_rent,812500,2018
823704,agg_rent,104500,2018
835800,agg_rent,412700,2018
835900,agg_rent,774700,2018
836000,agg_rent,413200,2018
828402,agg_rent,582300,2018
828601,agg_rent,218100,2018
830003,agg_rent,605900,2018
830100,agg_rent,339300,2018
830300,agg_rent,1124900,2018
640300,agg_rent,792300,2018
650500,agg_rent,355200,2018
670400,agg_rent,199800,2018
680900,agg_rent,775000,2018
681100,agg_rent,529500,2018
681300,agg_rent,339900,2018
690400,agg_rent,753900,2018
700200,agg_rent,252600,2018
818200,agg_rent,302600,2018
818900,agg_rent,844300,2018
280400,agg_rent,496600,2018
292200,agg_rent,483200,2018
300500,agg_rent,385600,2018
300600,agg_rent,288300,2018
310700,agg_rent,302400,2018
490901,agg_rent,699900,2018
490902,agg_rent,592800,2018
530502,agg_rent,67200,2018
711500,agg_rent,198700,2018
730600,agg_rent,156900,2018
740200,agg_rent,119500,2018
750100,agg_rent,218900,2018
823605,agg_rent,155500,2018
823803,agg_rent,223100,2018
824506,agg_rent,698600,2018
824701,agg_rent,313100,2018
825200,agg_rent,55600,2018
825801,agg_rent,627700,2018
827700,agg_rent,392500,2018
827902,agg_rent,782500,2018
828100,agg_rent,440700,2018
828602,agg_rent,255300,2018
805111,agg_rent,1903100,2018
805901,agg_rent,656500,2018
806002,agg_rent,1137800,2018
834600,agg_rent,395400,2018
834700,agg_rent,312600,2018
834800,agg_rent,271800,2018
834900,agg_rent,300100,2018
835000,agg_rent,850000,2018
835100,agg_rent,441300,2018
835200,agg_rent,190000,2018
835500,agg_rent,293600,2018
835600,agg_rent,150900,2018
835700,agg_rent,106700,2018
222700,agg_rent,618800,2018
231200,agg_rent,1046100,2018
231500,agg_rent,721900,2018
240500,agg_rent,714200,2018
240900,agg_rent,324000,2018
242200,agg_rent,1494500,2018
243500,agg_rent,1848100,2018
250500,agg_rent,671000,2018
251000,agg_rent,92200,2018
190900,agg_rent,401200,2018
200300,agg_rent,272700,2018
110100,agg_rent,681900,2018
110200,agg_rent,550300,2018
130200,agg_rent,146200,2018
803005,agg_rent,319700,2018
803300,agg_rent,1665200,2018
803605,agg_rent,625100,2018
271800,agg_rent,83200,2018
280800,agg_rent,134600,2018
280900,agg_rent,201900,2018
281900,agg_rent,4788400,2018
291200,agg_rent,534100,2018
803902,agg_rent,274300,2018
320600,agg_rent,2953100,2018
350400,agg_rent,229100,2018
804810,agg_rent,678600,2018
804901,agg_rent,321600,2018
805301,agg_rent,148500,2018
805302,agg_rent,160000,2018
805402,agg_rent,185500,2018
806300,agg_rent,242400,2018
807100,agg_rent,301600,2018
808200,agg_rent,287000,2018
808500,agg_rent,0,2018
812900,agg_rent,606000,2018
813100,agg_rent,767200,2018
813200,agg_rent,543000,2018
813400,agg_rent,788800,2018
814100,agg_rent,546900,2018
291600,agg_rent,168400,2018
292400,agg_rent,358800,2018
301100,agg_rent,295700,2018
301600,agg_rent,406900,2018
805902,agg_rent,431300,2018
806102,agg_rent,161000,2018
806900,agg_rent,880300,2018
808400,agg_rent,118500,2018
808600,agg_rent,187600,2018
310500,agg_rent,307000,2018
310900,agg_rent,892100,2018
843800,agg_rent,247500,2018
40201,agg_rent,2507700,2018
40202,agg_rent,2155200,2018
40401,agg_rent,694600,2018
61901,agg_rent,1890600,2018
61902,agg_rent,2724800,2018
31501,agg_rent,1156600,2018
31502,agg_rent,1547900,2018
40402,agg_rent,1937600,2018
70101,agg_rent,2126300,2018
63301,agg_rent,1830000,2018
63303,agg_rent,1327100,2018
63302,agg_rent,2655100,2018
70102,agg_rent,1778800,2018
70103,agg_rent,1473400,2018
80201,agg_rent,1387200,2018
80202,agg_rent,1382700,2018
81201,agg_rent,3008000,2018
81202,agg_rent,620600,2018
81401,agg_rent,1127000,2018
81402,agg_rent,3818200,2018
81403,agg_rent,7603500,2018
110501,agg_rent,454700,2018
110502,agg_rent,909100,2018
140301,agg_rent,529700,2018
140302,agg_rent,622600,2018
140602,agg_rent,964500,2018
808100,agg_rent,437000,2018
818600,agg_rent,553500,2018
819700,agg_rent,121400,2018
819802,agg_rent,26600,2018
820103,agg_rent,420800,2018
820700,agg_rent,611900,2018
822701,agg_rent,287400,2018
823001,agg_rent,1195400,2018
823002,agg_rent,695500,2018
823101,agg_rent,592200,2018
640700,agg_rent,237300,2018
650100,agg_rent,449400,2018
461000,agg_rent,302400,2018
480300,agg_rent,195000,2018
51000,agg_rent,477500,2018
51400,agg_rent,458100,2018
60800,agg_rent,2231600,2018
62600,agg_rent,520700,2018
71000,agg_rent,963800,2018
90100,agg_rent,192100,2018
150600,agg_rent,386300,2018
815100,agg_rent,415400,2018
818100,agg_rent,74700,2018
161100,agg_rent,319700,2018
161200,agg_rent,381400,2018
170200,agg_rent,183900,2018
221000,agg_rent,705100,2018
230200,agg_rent,373700,2018
230500,agg_rent,567200,2018
241200,agg_rent,662900,2018
242800,agg_rent,252200,2018
243200,agg_rent,733200,2018
260300,agg_rent,318400,2018
260400,agg_rent,213000,2018
261000,agg_rent,381400,2018
270500,agg_rent,343900,2018
271500,agg_rent,212500,2018
230600,agg_rent,1127800,2018
221500,agg_rent,881500,2018
230100,agg_rent,403500,2018
240300,agg_rent,492900,2018
241300,agg_rent,765700,2018
241500,agg_rent,1304900,2018
241600,agg_rent,1758600,2018
30300,agg_rent,905700,2018
31200,agg_rent,1526800,2018
410900,agg_rent,1236300,2018
430300,agg_rent,594800,2018
320400,agg_rent,614200,2018
20500,agg_rent,1444800,2018
31800,agg_rent,626200,2018
32100,agg_rent,2975800,2018
40100,agg_rent,975100,2018
50300,agg_rent,761900,2018
51200,agg_rent,591800,2018
61800,agg_rent,744700,2018
62300,agg_rent,601300,2018
70400,agg_rent,1088900,2018
70600,agg_rent,698800,2018
71300,agg_rent,1545000,2018
80300,agg_rent,2514100,2018
81600,agg_rent,3566100,2018
81800,agg_rent,6520100,2018
81900,agg_rent,170600,2018
770602,agg_rent,912200,2018
770901,agg_rent,249300,2018
770902,agg_rent,324200,2018
802003,agg_rent,147200,2018
802004,agg_rent,699900,2018
823702,agg_rent,911800,2018
825000,agg_rent,718500,2018
826201,agg_rent,733200,2018
826301,agg_rent,401500,2018
827200,agg_rent,337500,2018
827802,agg_rent,70600,2018
828504,agg_rent,975900,2018
828801,agg_rent,219900,2018
829200,agg_rent,618600,2018
829301,agg_rent,154900,2018
340400,agg_rent,338500,2018
360200,agg_rent,441200,2018
190800,agg_rent,974200,2018
191200,agg_rent,486400,2018
210100,agg_rent,809000,2018
220400,agg_rent,906600,2018
240800,agg_rent,398500,2018
243000,agg_rent,801600,2018
250800,agg_rent,229600,2018
251700,agg_rent,157500,2018
818401,agg_rent,202900,2018
