NAME,B25060_001E,state,county,tract
Census Tract 4603.01; Cook County; Illinois,420400,17,031,460301
Census Tract 4603.02; Cook County; Illinois,531300,17,031,460302
Census Tract 4604; Cook County; Illinois,638700,17,031,460400
Census Tract 4605; Cook County; Illinois,898400,17,031,460500
Census Tract 4608; Cook County; Illinois,704800,17,031,460800
Census Tract 4610; Cook County; Illinois,313400,17,031,461000
Census Tract 4701; Cook County; Illinois,246500,17,031,470100
Census Tract 4801; Cook County; Illinois,250900,17,031,480100
Census Tract 4802; Cook County; Illinois,326000,17,031,480200
Census Tract 4803; Cook County; Illinois,240700,17,031,480300
Census Tract 4804; Cook County; Illinois,343800,17,031,480400
Census Tract 4805; Cook County; Illinois,363500,17,031,480500
Census Tract 4902; Cook County; Illinois,465900,17,031,490200
Census Tract 4905; Cook County; Illinois,127500,17,031,490500
Census Tract 4906; Cook County; Illinois,204700,17,031,490600
Census Tract 4907; Cook County; Illinois,180200,17,031,490700
Census Tract 4908; Cook County; Illinois,387900,17,031,490800
Census Tract 4909.01; Cook County; Illinois,771100,17,031,490901
Census Tract 4909.02; Cook County; Illinois,737600,17,031,490902
Census Tract 4910; Cook County; Illinois,609900,17,031,491000
Census Tract 4911; Cook County; Illinois,258000,17,031,491100
Census Tract 4912; Cook County; Illinois,211200,17,031,491200
Census Tract 4913; Cook County; Illinois,428600,17,031,491300
Census Tract 4914; Cook County; Illinois,839000,17,031,491400
Census Tract 5001; Cook County; Illinois,656800,17,031,500100
Census Tract 5002; Cook County; Illinois,365200,17,031,500200
Census Tract 5003; Cook County; Illinois,360700,17,031,500300
Census Tract 5101; Cook County; Illinois,455600,17,031,510100
Census Tract 5102; Cook County; Illinois,426500,17,031,510200
Census Tract 5103; Cook County; Illinois,888200,17,031,510300
Census Tract 5201; Cook County; Illinois,184500,17,031,520100
Census Tract 5202; Cook County; Illinois,514000,17,031,520200
Census Tract 5203; Cook County; Illinois,421100,17,031,520300
Census Tract 5204; Cook County; Illinois,205000,17,031,520400
Census Tract 5205; Cook County; Illinois,210900,17,031,520500
Census Tract 5206; Cook County; Illinois,87000,17,031,520600
Census Tract 5301; Cook County; Illinois,427700,17,031,530100
Census Tract 5302; Cook County; Illinois,651500,17,031,530200
Census Tract 5303; Cook County; Illinois,594000,17,031,530300
Census Tract 5304; Cook County; Illinois,214700,17,031,530400
Census Tract 5305.01; Cook County; Illinois,868600,17,031,530501
Census Tract 5305.02; Cook County; Illinois,65600,17,031,530502
Census Tract 5305.03; Cook County; Illinois,237400,17,031,530503
Census Tract 5306; Cook County; Illinois,432900,17,031,530600
Census Tract 5401.01; Cook County; Illinois,787900,17,031,540101
Census Tract 5401.02; Cook County; Illinois,679800,17,031,540102
Census Tract 5501; Cook County; Illinois,830400,17,031,550100
Census Tract 5502; Cook County; Illinois,166300,17,031,550200
Census Tract 5601; Cook County; Illinois,64000,17,031,560100
Census Tract 5602; Cook County; Illinois,71800,17,031,560200
Census Tract 5603; Cook County; Illinois,51900,17,031,560300
Census Tract 5604; Cook County; Illinois,,17,031,560400
Census Tract 5607; Cook County; Illinois,363200,17,031,560700
Census Tract 5608; Cook County; Illinois,451200,17,031,560800
Census Tract 5609; Cook County; Illinois,106000,17,031,560900
Census Tract 5610; Cook County; Illinois,309300,17,031,561000
Census Tract 5611; Cook County; Illinois,117600,17,031,561100
Census Tract 5701; Cook County; Illinois,90700,17,031,570100
Census Tract 5702; Cook County; Illinois,242600,17,031,570200
Census Tract 5703; Cook County; Illinois,405900,17,031,570300
Census Tract 5704; Cook County; Illinois,221900,17,031,570400
Census Tract 5705; Cook County; Illinois,238900,17,031,570500
Census Tract 5801; Cook County; Illinois,252000,17,031,580100
Census Tract 5802; Cook County; Illinois,467800,17,031,580200
Census Tract 5803; Cook County; Illinois,298000,17,031,580300
Census Tract 5804; Cook County; Illinois,572600,17,031,580400
Census Tract 5805.01; Cook County; Illinois,667500,17,031,580501
Census Tract 5805.02; Cook County; Illinois,647900,17,031,580502
Census Tract 5806; Cook County; Illinois,575500,17,031,580600
Census Tract 5807; Cook County; Illinois,730600,17,031,580700
Census Tract 5808; Cook County; Illinois,230100,17,031,580800
Census Tract 5905; Cook County; Illinois,367200,17,031,590500
Census Tract 5906; Cook County; Illinois,512300,17,031,590600
Census Tract 5907; Cook County; Illinois,336400,17,031,590700
Census Tract 6004; Cook County; Illinois,904100,17,031,600400
Census Tract 6006; Cook County; Illinois,422100,17,031,600600
Census Tract 6007; Cook County; Illinois,651300,17,031,600700
Census Tract 6009; Cook County; Illinois,1057800,17,031,600900
Census Tract 6103; Cook County; Illinois,890900,17,031,610300
Census Tract 6104; Cook County; Illinois,261600,17,031,610400
Census Tract 6108; Cook County; Illinois,155700,17,031,610800
Census Tract 6112; Cook County; Illinois,361000,17,031,611200
Census Tract 6113; Cook County; Illinois,707700,17,031,611300
Census Tract 6114; Cook County; Illinois,552800,17,031,611400
Census Tract 6115; Cook County; Illinois,456900,17,031,611500
Census Tract 6116; Cook County; Illinois,207800,17,031,611600
Census Tract 6117; Cook County; Illinois,387300,17,031,611700
Census Tract 6118; Cook County; Illinois,388900,17,031,611800
Census Tract 6119; Cook County; Illinois,238900,17,031,611900
Census Tract 6120; Cook County; Illinois,260100,17,031,612000
Census Tract 6121; Cook County; Illinois,193400,17,031,612100
Census Tract 6122; Cook County; Illinois,637100,17,031,612200
Census Tract 6201; Cook County; Illinois,204600,17,031,620100
Census Tract 6202; Cook County; Illinois,320700,17,031,620200
Census Tract 6203; Cook County; Illinois,606100,17,031,620300
Census Tract 6204; Cook County; Illinois,360700,17,031,620400
Census Tract 6303; Cook County; Illinois,441600,17,031,630300
Census Tract 6304; Cook County; Illinois,628400,17,031,630400
Census Tract 6305; Cook County; Illinois,650900,17,031,630500
Census Tract 6306; Cook County; Illinois,320600,17,031,630600
Census Tract 6308; Cook County; Illinois,480900,17,031,630800
Census Tract 6309; Cook County; Illinois,690200,17,031,630900
Census Tract 6401; Cook County; Illinois,167800,17,031,640100
Census Tract 6403; Cook County; Illinois,914000,17,031,640300
Census Tract 6404; Cook County; Illinois,95100,17,031,640400
Census Tract 6405; Cook County; Illinois,510200,17,031,640500
Census Tract 6406; Cook County; Illinois,708300,17,031,640600
Census Tract 6407; Cook County; Illinois,241500,17,031,640700
Census Tract 6408; Cook County; Illinois,165900,17,031,640800
Census Tract 6501; Cook County; Illinois,549200,17,031,650100
Census Tract 6502; Cook County; Illinois,700800,17,031,650200
Census Tract 6503.01; Cook County; Illinois,261200,17,031,650301
Census Tract 6503.02; Cook County; Illinois,234100,17,031,650302
Census Tract 6504; Cook County; Illinois,146900,17,031,650400
Census Tract 6505; Cook County; Illinois,216100,17,031,650500
Census Tract 6603.01; Cook County; Illinois,389300,17,031,660301
Census Tract 6603.02; Cook County; Illinois,675100,17,031,660302
Census Tract 6604; Cook County; Illinois,578800,17,031,660400
Census Tract 6605; Cook County; Illinois,622300,17,031,660500
Census Tract 6606; Cook County; Illinois,1120400,17,031,660600
Census Tract 6607; Cook County; Illinois,204700,17,031,660700
Census Tract 6608; Cook County; Illinois,1201300,17,031,660800
Census Tract 6609; Cook County; Illinois,889000,17,031,660900
Census Tract 6610; Cook County; Illinois,887200,17,031,661000
Census Tract 6611; Cook County; Illinois,408900,17,031,661100
Census Tract 6701; Cook County; Illinois,139200,17,031,670100
Census Tract 6702; Cook County; Illinois,152700,17,031,670200
Census Tract 6703; Cook County; Illinois,154000,17,031,670300
Census Tract 6704; Cook County; Illinois,330500,17,031,670400
Census Tract 6705; Cook County; Illinois,182100,17,031,670500
Census Tract 6706; Cook County; Illinois,110300,17,031,670600
Census Tract 6707; Cook County; Illinois,108400,17,031,670700
Census Tract 6708; Cook County; Illinois,219100,17,031,670800
Census Tract 6709; Cook County; Illinois,176400,17,031,670900
Census Tract 6711; Cook County; Illinois,207900,17,031,671100
Census Tract 6712; Cook County; Illinois,116700,17,031,671200
Census Tract 6713; Cook County; Illinois,195500,17,031,671300
Census Tract 6714; Cook County; Illinois,126200,17,031,671400
Census Tract 6715; Cook County; Illinois,345000,17,031,671500
Census Tract 6716; Cook County; Illinois,414000,17,031,671600
Census Tract 6718; Cook County; Illinois,152100,17,031,671800
Census Tract 6719; Cook County; Illinois,148800,17,031,671900
Census Tract 6720; Cook County; Illinois,304400,17,031,672000
Census Tract 6805; Cook County; Illinois,275800,17,031,680500
Census Tract 6806; Cook County; Illinois,314800,17,031,680600
Census Tract 6809; Cook County; Illinois,1117500,17,031,680900
Census Tract 6810; Cook County; Illinois,364800,17,031,681000
Census Tract 6811; Cook County; Illinois,363800,17,031,681100
Census Tract 6812; Cook County; Illinois,385900,17,031,681200
Census Tract 6813; Cook County; Illinois,658500,17,031,681300
Census Tract 6814; Cook County; Illinois,280300,17,031,681400
Census Tract 6903; Cook County; Illinois,409300,17,031,690300
Census Tract 6904; Cook County; Illinois,915900,17,031,690400
Census Tract 6905; Cook County; Illinois,79900,17,031,690500
Census Tract 6909; Cook County; Illinois,764700,17,031,690900
Census Tract 6910; Cook County; Illinois,556200,17,031,691000
Census Tract 6911; Cook County; Illinois,429000,17,031,691100
Census Tract 6912; Cook County; Illinois,543400,17,031,691200
Census Tract 6913; Cook County; Illinois,479300,17,031,691300
Census Tract 6914; Cook County; Illinois,657200,17,031,691400
Census Tract 6915; Cook County; Illinois,510400,17,031,691500
Census Tract 7001; Cook County; Illinois,181400,17,031,700100
Census Tract 7002; Cook County; Illinois,123100,17,031,700200
Census Tract 7003.01; Cook County; Illinois,247200,17,031,700301
Census Tract 7003.02; Cook County; Illinois,191300,17,031,700302
Census Tract 7004.01; Cook County; Illinois,410100,17,031,700401
Census Tract 7004.02; Cook County; Illinois,120100,17,031,700402
Census Tract 7005.01; Cook County; Illinois,513700,17,031,700501
Census Tract 7005.02; Cook County; Illinois,187900,17,031,700502
Census Tract 7101; Cook County; Illinois,213300,17,031,710100
Census Tract 7102; Cook County; Illinois,904400,17,031,710200
Census Tract 7103; Cook County; Illinois,288200,17,031,710300
Census Tract 7104; Cook County; Illinois,1017400,17,031,710400
Census Tract 7105; Cook County; Illinois,667800,17,031,710500
Census Tract 7106; Cook County; Illinois,421300,17,031,710600
Census Tract 7107; Cook County; Illinois,671500,17,031,710700
Census Tract 7108; Cook County; Illinois,1092500,17,031,710800
Census Tract 7109; Cook County; Illinois,249900,17,031,710900
Census Tract 7110; Cook County; Illinois,514700,17,031,711000
Census Tract 7111; Cook County; Illinois,270600,17,031,711100
Census Tract 7112; Cook County; Illinois,503300,17,031,711200
Census Tract 7113; Cook County; Illinois,280700,17,031,711300
Census Tract 7114; Cook County; Illinois,256700,17,031,711400
Census Tract 7115; Cook County; Illinois,215100,17,031,711500
Census Tract 7201; Cook County; Illinois,,17,031,720100
Census Tract 7202; Cook County; Illinois,267400,17,031,720200
Census Tract 7203; Cook County; Illinois,176000,17,031,720300
Census Tract 7204; Cook County; Illinois,66700,17,031,720400
Census Tract 7205; Cook County; Illinois,47900,17,031,720500
Census Tract 7206; Cook County; Illinois,37000,17,031,720600
Census Tract 7207; Cook County; Illinois,462400,17,031,720700
Census Tract 7301; Cook County; Illinois,118400,17,031,730100
Census Tract 7302.01; Cook County; Illinois,1064300,17,031,730201
Census Tract 7302.02; Cook County; Illinois,277500,17,031,730202
Census Tract 7303; Cook County; Illinois,59600,17,031,730300
Census Tract 7304; Cook County; Illinois,381000,17,031,730400
Census Tract 7305; Cook County; Illinois,234400,17,031,730500
Census Tract 7306; Cook County; Illinois,263500,17,031,730600
Census Tract 7307; Cook County; Illinois,126600,17,031,730700
Census Tract 7401; Cook County; Illinois,153400,17,031,740100
Census Tract 7402; Cook County; Illinois,766900,17,031,740200
Census Tract 7403; Cook County; Illinois,236400,17,031,740300
Census Tract 7404; Cook County; Illinois,564100,17,031,740400
Census Tract 7501; Cook County; Illinois,320500,17,031,750100
Census Tract 7502; Cook County; Illinois,560800,17,031,750200
Census Tract 7503; Cook County; Illinois,205000,17,031,750300
Census Tract 7504; Cook County; Illinois,214900,17,031,750400
Census Tract 7505; Cook County; Illinois,1390800,17,031,750500
Census Tract 7506; Cook County; Illinois,364400,17,031,750600
Census Tract 7608.01; Cook County; Illinois,2774600,17,031,760801
Census Tract 7608.02; Cook County; Illinois,205200,17,031,760802
Census Tract 7608.03; Cook County; Illinois,2283800,17,031,760803
Census Tract 7702.01; Cook County; Illinois,1655500,17,031,770201
Census Tract 7702.02; Cook County; Illinois,228800,17,031,770202
Census Tract 7703; Cook County; Illinois,1380600,17,031,770300
Census Tract 7704; Cook County; Illinois,784800,17,031,770400
Census Tract 7705; Cook County; Illinois,208100,17,031,770500
Census Tract 7706.01; Cook County; Illinois,174000,17,031,770601
Census Tract 7706.02; Cook County; Illinois,891800,17,031,770602
Census Tract 7707; Cook County; Illinois,600900,17,031,770700
Census Tract 7708; Cook County; Illinois,685000,17,031,770800
Census Tract 7709.01; Cook County; Illinois,439500,17,031,770901
Census Tract 7709.02; Cook County; Illinois,547600,17,031,770902
Census Tract 8001; Cook County; Illinois,,17,031,800100
Census Tract 8002; Cook County; Illinois,354900,17,031,800200
Census Tract 8003; Cook County; Illinois,52100,17,031,800300
Census Tract 8004; Cook County; Illinois,308700,17,031,800400
Census Tract 8005; Cook County; Illinois,265500,17,031,800500
Census Tract 8006; Cook County; Illinois,61600,17,031,800600
Census Tract 8007; Cook County; Illinois,303500,17,031,800700
Census Tract 8008; Cook County; Illinois,304900,17,031,800800
Census Tract 8009; Cook County; Illinois,325500,17,031,800900
Census Tract 8010; Cook County; Illinois,1146400,17,031,801000
Census Tract 8011; Cook County; Illinois,245800,17,031,801100
Census Tract 8012; Cook County; Illinois,78600,17,031,801200
Census Tract 8013; Cook County; Illinois,434700,17,031,801300
Census Tract 8014; Cook County; Illinois,62500,17,031,801400
Census Tract 8015; Cook County; Illinois,946200,17,031,801500
Census Tract 8016.01; Cook County; Illinois,937800,17,031,801601
Census Tract 8016.03; Cook County; Illinois,1593800,17,031,801603
Census Tract 8016.05; Cook County; Illinois,,17,031,801605
Census Tract 8016.06; Cook County; Illinois,639200,17,031,801606
Census Tract 8016.07; Cook County; Illinois,646300,17,031,801607
Census Tract 8016.08; Cook County; Illinois,1314600,17,031,801608
Census Tract 8017.01; Cook County; Illinois,69900,17,031,801701
Census Tract 8017.02; Cook County; Illinois,547100,17,031,801702
Census Tract 8018; Cook County; Illinois,596100,17,031,801800
Census Tract 8019.01; Cook County; Illinois,758400,17,031,801901
Census Tract 8019.02; Cook County; Illinois,187500,17,031,801902
Census Tract 8020.02; Cook County; Illinois,174000,17,031,802002
Census Tract 8020.03; Cook County; Illinois,215600,17,031,802003
Census Tract 8020.04; Cook County; Illinois,966000,17,031,802004
Census Tract 8021; Cook County; Illinois,394000,17,031,802100
Census Tract 8022; Cook County; Illinois,599700,17,031,802200
Census Tract 8023; Cook County; Illinois,2846100,17,031,802300
Census Tract 8024.02; Cook County; Illinois,1165700,17,031,802402
Census Tract 8024.03; Cook County; Illinois,260600,17,031,802403
Census Tract 8024.04; Cook County; Illinois,1860800,17,031,802404
Census Tract 8025.03; Cook County; Illinois,816100,17,031,802503
Census Tract 8025.04; Cook County; Illinois,360400,17,031,802504
Census Tract 8025.05; Cook County; Illinois,2172000,17,031,802505
Census Tract 8025.06; Cook County; Illinois,367300,17,031,802506
Census Tract 8026.05; Cook County; Illinois,1058800,17,031,802605
Census Tract 8026.07; Cook County; Illinois,19100,17,031,802607
Census Tract 8026.08; Cook County; Illinois,732300,17,031,802608
Census Tract 8026.09; Cook County; Illinois,1727700,17,031,802609
Census Tract 8026.10; Cook County; Illinois,66500,17,031,802610
Census Tract 8027.01; Cook County; Illinois,265500,17,031,802701
Census Tract 8027.02; Cook County; Illinois,299200,17,031,802702
Census Tract 8028.01; Cook County; Illinois,372300,17,031,802801
Census Tract 8028.02; Cook County; Illinois,576700,17,031,802802
Census Tract 8029; Cook County; Illinois,232100,17,031,802900
Census Tract 8030.05; Cook County; Illinois,352500,17,031,803005
Census Tract 8030.07; Cook County; Illinois,738800,17,031,803007
Census Tract 8030.08; Cook County; Illinois,177900,17,031,803008
Census Tract 8030.10; Cook County; Illinois,81900,17,031,803010
Census Tract 8030.12; Cook County; Illinois,481400,17,031,803012
Census Tract 8030.13; Cook County; Illinois,309400,17,031,803013
Census Tract 8030.14; Cook County; Illinois,553100,17,031,803014
Census Tract 8030.15; Cook County; Illinois,490200,17,031,803015
Census Tract 8030.16; Cook County; Illinois,819800,17,031,803016
Census Tract 8030.17; Cook County; Illinois,1537800,17,031,803017
Census Tract 8031; Cook County; Illinois,142600,17,031,803100
Census Tract 8032; Cook County; Illinois,665300,17,031,803200
Census Tract 8033; Cook County; Illinois,1810000,17,031,803300
Census Tract 8034; Cook County; Illinois,806400,17,031,803400
Census Tract 8035; Cook County; Illinois,766500,17,031,803500
Census Tract 8036.03; Cook County; Illinois,210500,17,031,803603
Census Tract 8036.04; Cook County; Illinois,640000,17,031,803604
Census Tract 8036.05; Cook County; Illinois,698400,17,031,803605
Census Tract 8036.07; Cook County; Illinois,236900,17,031,803607
Census Tract 8036.08; Cook County; Illinois,2646800,17,031,803608
Census Tract 8036.11; Cook County; Illinois,911200,17,031,803611
Census Tract 8036.12; Cook County; Illinois,1306500,17,031,803612
Census Tract 8036.13; Cook County; Illinois,599900,17,031,803613
Census Tract 8036.14; Cook County; Illinois,1339000,17,031,803614
Census Tract 8036.15; Cook County; Illinois,676500,17,031,803615
Census Tract 8036.16; Cook County; Illinois,1003100,17,031,803616
Census Tract 8037.01; Cook County; Illinois,811000,17,031,803701
Census Tract 8037.02; Cook County; Illinois,1158600,17,031,803702
Census Tract 8038; Cook County; Illinois,517100,17,031,803800
Census Tract 8039.01; Cook County; Illinois,907400,17,031,803901
Census Tract 8039.02; Cook County; Illinois,232300,17,031,803902
Census Tract 8040; Cook County; Illinois,323600,17,031,804000
Census Tract 8041.02; Cook County; Illinois,125900,17,031,804102
Census Tract 8041.04; Cook County; Illinois,615400,17,031,804104
Census Tract 8041.05; Cook County; Illinois,,17,031,804105
Census Tract 8041.06; Cook County; Illinois,656300,17,031,804106
Census Tract 8041.08; Cook County; Illinois,3069200,17,031,804108
Census Tract 8041.09; Cook County; Illinois,149900,17,031,804109
Census Tract 8042.02; Cook County; Illinois,586500,17,031,804202
Census Tract 8042.03; Cook County; Illinois,-666666666,17,031,804203
Census Tract 8042.04; Cook County; Illinois,457500,17,031,804204
Census Tract 8043.05; Cook County; Illinois,689000,17,031,804305
Census Tract 8043.06; Cook County; Illinois,390200,17,031,804306
Census Tract 8043.08; Cook County; Illinois,874400,17,031,804308
Census Tract 8043.09; Cook County; Illinois,240600,17,031,804309
Census Tract 8043.12; Cook County; Illinois,,17,031,804312
Census Tract 8043.13; Cook County; Illinois,1021600,17,031,804313
Census Tract 8043.14; Cook County; Illinois,152200,17,031,804314
Census Tract 8043.15; Cook County; Illinois,131700,17,031,804315
Census Tract 8043.16; Cook County; Illinois,166000,17,031,804316
Census Tract 8044.03; Cook County; Illinois,1143700,17,031,804403
Census Tract 8044.04; Cook County; Illinois,324300,17,031,804404
Census Tract 8044.05; Cook County; Illinois,666900,17,031,804405
Census Tract 8044.06; Cook County; Illinois,337400,17,031,804406
Census Tract 8045.05; Cook County; Illinois,809600,17,031,804505
Census Tract 8045.06; Cook County; Illinois,847000,17,031,804506
Census Tract 8045.08; Cook County; Illinois,587600,17,031,804508
Census Tract 8045.09; Cook County; Illinois,454400,17,031,804509
Census Tract 8045.10; Cook County; Illinois,520100,17,031,804510
Census Tract 8045.11; Cook County; Illinois,511800,17,031,804511
Census Tract 8045.12; Cook County; Illinois,117700,17,031,804512
Census Tract 8045.13; Cook County; Illinois,484200,17,031,804513
Census Tract 8045.14; Cook County; Illinois,563800,17,031,804514
Census Tract 8046.03; Cook County; Illinois,3028200,17,031,804603
Census Tract 8046.06; Cook County; Illinois,154200,17,031,804606
Census Tract 8046.07; Cook County; Illinois,597100,17,031,804607
Census Tract 8046.08; Cook County; Illinois,795800,17,031,804608
Census Tract 8046.09; Cook County; Illinois,1522800,17,031,804609
Census Tract 8046.10; Cook County; Illinois,452200,17,031,804610
Census Tract 8046.11; Cook County; Illinois,563700,17,031,804611
Census Tract 8047.01; Cook County; Illinois,1539300,17,031,804701
Census Tract 8047.05; Cook County; Illinois,732200,17,031,804705
Census Tract 8047.06; Cook County; Illinois,44600,17,031,804706
Census Tract 8047.09; Cook County; Illinois,2270000,17,031,804709
Census Tract 8047.10; Cook County; Illinois,366500,17,031,804710
Census Tract 8047.11; Cook County; Illinois,1866100,17,031,804711
Census Tract 8047.12; Cook County; Illinois,1114400,17,031,804712
Census Tract 8047.13; Cook County; Illinois,2216500,17,031,804713
Census Tract 8047.14; Cook County; Illinois,406100,17,031,804714
Census Tract 8047.15; Cook County; Illinois,653800,17,031,804715
Census Tract 8047.16; Cook County; Illinois,371100,17,031,804716
Census Tract 8048.03; Cook County; Illinois,1123700,17,031,804803
Census Tract 8048.04; Cook County; Illinois,1062400,17,031,804804
Census Tract 8048.05; Cook County; Illinois,587900,17,031,804805
Census Tract 8048.06; Cook County; Illinois,270200,17,031,804806
Census Tract 8048.07; Cook County; Illinois,425800,17,031,804807
Census Tract 8048.08; Cook County; Illinois,,17,031,804808
Census Tract 8048.09; Cook County; Illinois,298100,17,031,804809
Census Tract 8048.10; Cook County; Illinois,1168100,17,031,804810
Census Tract 8049.01; Cook County; Illinois,558500,17,031,804901
Census Tract 8049.02; Cook County; Illinois,332500,17,031,804902
Census Tract 8050.01; Cook County; Illinois,201300,17,031,805001
Census Tract 8050.02; Cook County; Illinois,1824500,17,031,805002
Census Tract 8051.05; Cook County; Illinois,1859100,17,031,805105
Census Tract 8051.06; Cook County; Illinois,231300,17,031,805106
Census Tract 8051.07; Cook County; Illinois,3303100,17,031,805107
Census Tract 8051.08; Cook County; Illinois,2301300,17,031,805108
Census Tract 8051.09; Cook County; Illinois,218700,17,031,805109
Census Tract 8051.10; Cook County; Illinois,1409500,17,031,805110
Census Tract 8051.11; Cook County; Illinois,2338400,17,031,805111
Census Tract 8051.12; Cook County; Illinois,371900,17,031,805112
Census Tract 8052.01; Cook County; Illinois,270800,17,031,805201
Census Tract 8052.02; Cook County; Illinois,908200,17,031,805202
Census Tract 8053.01; Cook County; Illinois,127400,17,031,805301
Census Tract 8053.02; Cook County; Illinois,65000,17,031,805302
Census Tract 8054.01; Cook County; Illinois,382300,17,031,805401
Census Tract 8054.02; Cook County; Illinois,146000,17,031,805402
Census Tract 8055.01; Cook County; Illinois,660700,17,031,805501
Census Tract 8055.02; Cook County; Illinois,394600,17,031,805502
Census Tract 8056; Cook County; Illinois,109900,17,031,805600
Census Tract 8057.01; Cook County; Illinois,434200,17,031,805701
Census Tract 8057.02; Cook County; Illinois,66200,17,031,805702
Census Tract 8058.01; Cook County; Illinois,79400,17,031,805801
Census Tract 8058.02; Cook County; Illinois,301000,17,031,805802
Census Tract 8059.01; Cook County; Illinois,809900,17,031,805901
Census Tract 8059.02; Cook County; Illinois,441400,17,031,805902
Census Tract 8060.01; Cook County; Illinois,1609400,17,031,806001
Census Tract 8060.02; Cook County; Illinois,929700,17,031,806002
Census Tract 8060.04; Cook County; Illinois,1753600,17,031,806004
Census Tract 8060.05; Cook County; Illinois,622900,17,031,806005
Census Tract 8060.06; Cook County; Illinois,569500,17,031,806006
Census Tract 8061.02; Cook County; Illinois,496300,17,031,806102
Census Tract 8061.03; Cook County; Illinois,277200,17,031,806103
Census Tract 8061.04; Cook County; Illinois,1283100,17,031,806104
Census Tract 8062.01; Cook County; Illinois,860200,17,031,806201
Census Tract 8062.02; Cook County; Illinois,925000,17,031,806202
Census Tract 8063; Cook County; Illinois,348800,17,031,806300
Census Tract 8064; Cook County; Illinois,162700,17,031,806400
Census Tract 8065.01; Cook County; Illinois,282100,17,031,806501
Census Tract 8065.02; Cook County; Illinois,158100,17,031,806502
Census Tract 8066; Cook County; Illinois,65700,17,031,806600
Census Tract 8067; Cook County; Illinois,,17,031,806700
Census Tract 8068.01; Cook County; Illinois,656700,17,031,806801
Census Tract 8068.02; Cook County; Illinois,422200,17,031,806802
Census Tract 8069; Cook County; Illinois,1019200,17,031,806900
Census Tract 8070; Cook County; Illinois,1201300,17,031,807000
Census Tract 8071; Cook County; Illinois,325300,17,031,807100
Census Tract 8072; Cook County; Illinois,435700,17,031,807200
Census Tract 8073; Cook County; Illinois,1434200,17,031,807300
Census Tract 8074; Cook County; Illinois,953500,17,031,807400
Census Tract 8075; Cook County; Illinois,177500,17,031,807500
Census Tract 8076; Cook County; Illinois,516300,17,031,807600
Census Tract 8077; Cook County; Illinois,563800,17,031,807700
Census Tract 8078; Cook County; Illinois,96600,17,031,807800
Census Tract 8079; Cook County; Illinois,,17,031,807900
Census Tract 8080.01; Cook County; Illinois,103800,17,031,808001
Census Tract 8080.02; Cook County; Illinois,2323600,17,031,808002
Census Tract 8081; Cook County; Illinois,354000,17,031,808100
Census Tract 8082; Cook County; Illinois,362900,17,031,808200
Census Tract 8083.01; Cook County; Illinois,1131900,17,031,808301
Census Tract 8083.02; Cook County; Illinois,609200,17,031,808302
Census Tract 8084; Cook County; Illinois,197800,17,031,808400
Census Tract 8085; Cook County; Illinois,128600,17,031,808500
Census Tract 8086; Cook County; Illinois,539300,17,031,808600
Census Tract 8087.02; Cook County; Illinois,176400,17,031,808702
Census Tract 8088; Cook County; Illinois,690400,17,031,808800
Census Tract 8089; Cook County; Illinois,239100,17,031,808900
Census Tract 8090; Cook County; Illinois,1434800,17,031,809000
Census Tract 8091; Cook County; Illinois,1144900,17,031,809100
Census Tract 8092; Cook County; Illinois,894900,17,031,809200
Census Tract 8093; Cook County; Illinois,1904800,17,031,809300
Census Tract 8094.01; Cook County; Illinois,1255900,17,031,809401
Census Tract 8094.02; Cook County; Illinois,2391900,17,031,809402
Census Tract 8095; Cook County; Illinois,2526000,17,031,809500
Census Tract 8096; Cook County; Illinois,333500,17,031,809600
Census Tract 8097; Cook County; Illinois,718600,17,031,809700
Census Tract 8098; Cook County; Illinois,801700,17,031,809800
Census Tract 8099; Cook County; Illinois,925500,17,031,809900
Census Tract 8100; Cook County; Illinois,1755300,17,031,810000
Census Tract 8101; Cook County; Illinois,1376300,17,031,810100
Census Tract 8102; Cook County; Illinois,2290500,17,031,810200
Census Tract 8103.01; Cook County; Illinois,757000,17,031,810301
Census Tract 8103.02; Cook County; Illinois,499800,17,031,810302
Census Tract 8104; Cook County; Illinois,177700,17,031,810400
Census Tract 8105.01; Cook County; Illinois,249200,17,031,810501
Census Tract 8105.02; Cook County; Illinois,772800,17,031,810502
Census Tract 8106; Cook County; Illinois,889600,17,031,810600
Census Tract 8107.01; Cook County; Illinois,1036500,17,031,810701
Census Tract 8107.02; Cook County; Illinois,876500,17,031,810702
Census Tract 8108; Cook County; Illinois,428700,17,031,810800
Census Tract 8109; Cook County; Illinois,1564700,17,031,810900
Census Tract 8110; Cook County; Illinois,352800,17,031,811000
Census Tract 8111; Cook County; Illinois,1368800,17,031,811100
Census Tract 8112; Cook County; Illinois,433900,17,031,811200
Census Tract 8113.01; Cook County; Illinois,340400,17,031,811301
Census Tract 8113.02; Cook County; Illinois,870300,17,031,811302
Census Tract 8114.01; Cook County; Illinois,255400,17,031,811401
Census Tract 8114.02; Cook County; Illinois,523000,17,031,811402
Census Tract 8115; Cook County; Illinois,305300,17,031,811500
Census Tract 8116; Cook County; Illinois,1469100,17,031,811600
Census Tract 8117.01; Cook County; Illinois,473900,17,031,811701
Census Tract 8117.02; Cook County; Illinois,543300,17,031,811702
Census Tract 8118; Cook County; Illinois,785900,17,031,811800
Census Tract 8119; Cook County; Illinois,234800,17,031,811900
