NAME,B25060_001E,state,county,tract
"Census Tract 615, Cook County, Illinois",857100,17,031,061500
"Census Tract 629, Cook County, Illinois",1678500,17,031,062900
"Census Tract 2107, Cook County, Illinois",1028300,17,031,210700
"Census Tract 2211, Cook County, Illinois",1371100,17,031,221100
"Census Tract 2212, Cook County, Illinois",976400,17,031,221200
"Census Tract 630, Cook County, Illinois",1610400,17,031,063000
"Census Tract 712, Cook County, Illinois",676100,17,031,071200
"Census Tract 815, Cook County, Illinois",3743600,17,031,081500
"Census Tract 903, Cook County, Illinois",117800,17,031,090300
"Census Tract 1303, Cook County, Illinois",977500,17,031,130300
"Census Tract 1006, Cook County, Illinois",407700,17,031,100600
"Census Tract 1104, Cook County, Illinois",765400,17,031,110400
"Census Tract 1202, Cook County, Illinois",429100,17,031,120200
"Census Tract 6910, Cook County, Illinois",502100,17,031,691000
"Census Tract 7104, Cook County, Illinois",746600,17,031,710400
"Census Tract 7404, Cook County, Illinois",536300,17,031,740400
"Census Tract 7708, Cook County, Illinois",781500,17,031,770800
"Census Tract 8008, Cook County, Illinois",209100,17,031,800800
"Census Tract 810, Cook County, Illinois",4693900,17,031,081000
"Census Tract 304, Cook County, Illinois",632800,17,031,030400
"Census Tract 4801, Cook County, Illinois",152800,17,031,480100
"Census Tract 4911, Cook County, Illinois",255000,17,031,491100
"Census Tract 4913, Cook County, Illinois",241200,17,031,491300
"Census Tract 5101, Cook County, Illinois",273000,17,031,510100
"Census Tract 5201, Cook County, Illinois",113700,17,031,520100
"Census Tract 5301, Cook County, Illinois",218300,17,031,530100
"Census Tract 5302, Cook County, Illinois",413200,17,031,530200
"Census Tract 5601, Cook County, Illinois",60200,17,031,560100
"Census Tract 5801, Cook County, Illinois",258900,17,031,580100
"Census Tract 5806, Cook County, Illinois",470600,17,031,580600
"Census Tract 5905, Cook County, Illinois",233700,17,031,590500
"Census Tract 6004, Cook County, Illinois",710000,17,031,600400
"Census Tract 8191, Cook County, Illinois",841500,17,031,819100
"Census Tract 8196, Cook County, Illinois",135200,17,031,819600
"Census Tract 8278.04, Cook County, Illinois",106300,17,031,827804
"Census Tract 602, Cook County, Illinois",1069100,17,031,060200
"Census Tract 610, Cook County, Illinois",1472200,17,031,061000
"Census Tract 624, Cook County, Illinois",562300,17,031,062400
"Census Tract 702, Cook County, Illinois",1847700,17,031,070200
"Census Tract 703, Cook County, Illinois",1672900,17,031,070300
"Census Tract 106, Cook County, Illinois",2095100,17,031,010600
"Census Tract 204, Cook County, Illinois",825500,17,031,020400
"Census Tract 310, Cook County, Illinois",1425000,17,031,031000
"Census Tract 403, Cook County, Illinois",415600,17,031,040300
"Census Tract 506, Cook County, Illinois",787400,17,031,050600
"Census Tract 605, Cook County, Illinois",399100,17,031,060500
"Census Tract 609, Cook County, Illinois",3520200,17,031,060900
"Census Tract 1507, Cook County, Illinois",632800,17,031,150700
"Census Tract 1613, Cook County, Illinois",822700,17,031,161300
"Census Tract 2104, Cook County, Illinois",524100,17,031,210400
"Census Tract 2108, Cook County, Illinois",229200,17,031,210800
"Census Tract 2216, Cook County, Illinois",1064200,17,031,221600
"Census Tract 8018, Cook County, Illinois",347500,17,031,801800
"Census Tract 8029, Cook County, Illinois",186400,17,031,802900
"Census Tract 8036.04, Cook County, Illinois",697500,17,031,803604
"Census Tract 8038, Cook County, Illinois",294900,17,031,803800
"Census Tract 8045.05, Cook County, Illinois",577300,17,031,804505
"Census Tract 8047.01, Cook County, Illinois",1282900,17,031,804701
"Census Tract 8047.06, Cook County, Illinois",51800,17,031,804706
"Census Tract 8240.05, Cook County, Illinois",259200,17,031,824005
"Census Tract 8240.06, Cook County, Illinois",189700,17,031,824006
"Census Tract 8241.13, Cook County, Illinois",,17,031,824113
"Census Tract 8241.14, Cook County, Illinois",261900,17,031,824114
"Census Tract 8241.15, Cook County, Illinois",299500,17,031,824115
"Census Tract 8241.16, Cook County, Illinois",1100300,17,031,824116
"Census Tract 8040, Cook County, Illinois",329700,17,031,804000
"Census Tract 1406.01, Cook County, Illinois",449500,17,031,140601
"Census Tract 1407.01, Cook County, Illinois",818600,17,031,140701
"Census Tract 1407.02, Cook County, Illinois",1340200,17,031,140702
"Census Tract 1504.01, Cook County, Illinois",726900,17,031,150401
"Census Tract 1504.02, Cook County, Illinois",372300,17,031,150402
"Census Tract 1505.01, Cook County, Illinois",421200,17,031,150501
"Census Tract 1505.02, Cook County, Illinois",494800,17,031,150502
"Census Tract 1510.01, Cook County, Illinois",338100,17,031,151001
"Census Tract 1510.02, Cook County, Illinois",761300,17,031,151002
"Census Tract 1605.02, Cook County, Illinois",692100,17,031,160502
"Census Tract 1606.01, Cook County, Illinois",763800,17,031,160601
"Census Tract 8088, Cook County, Illinois",472700,17,031,808800
"Census Tract 8092, Cook County, Illinois",730200,17,031,809200
"Census Tract 8105.01, Cook County, Illinois",300900,17,031,810501
"Census Tract 8111, Cook County, Illinois",1107000,17,031,811100
"Census Tract 8112, Cook County, Illinois",397100,17,031,811200
"Census Tract 8125, Cook County, Illinois",730100,17,031,812500
"Census Tract 8127, Cook County, Illinois",1033900,17,031,812700
"Census Tract 8140, Cook County, Illinois",442300,17,031,814000
"Census Tract 8150, Cook County, Illinois",657100,17,031,815000
"Census Tract 8154, Cook County, Illinois",866200,17,031,815400
"Census Tract 8166, Cook County, Illinois",489500,17,031,816600
"Census Tract 8275, Cook County, Illinois",564800,17,031,827500
"Census Tract 8278.01, Cook County, Illinois",428700,17,031,827801
"Census Tract 8285.06, Cook County, Illinois",607700,17,031,828506
"Census Tract 8291, Cook County, Illinois",427700,17,031,829100
"Census Tract 8295, Cook County, Illinois",360700,17,031,829500
"Census Tract 8300.04, Cook County, Illinois",418500,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",602400,17,031,830005
"Census Tract 8300.06, Cook County, Illinois",210200,17,031,830006
"Census Tract 8302.01, Cook County, Illinois",1154400,17,031,830201
"Census Tract 8044.06, Cook County, Illinois",396800,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",240600,17,031,804506
"Census Tract 8045.07, Cook County, Illinois",1082900,17,031,804507
"Census Tract 8145, Cook County, Illinois",336400,17,031,814500
"Census Tract 8157.01, Cook County, Illinois",149700,17,031,815701
"Census Tract 8167, Cook County, Illinois",274100,17,031,816700
"Census Tract 8266, Cook County, Illinois",814400,17,031,826600
"Census Tract 3817, Cook County, Illinois",-666666666,17,031,381700
"Census Tract 3901, Cook County, Illinois",400200,17,031,390100
"Census Tract 3807, Cook County, Illinois",294400,17,031,380700
"Census Tract 3812, Cook County, Illinois",479800,17,031,381200
"Census Tract 3902, Cook County, Illinois",287000,17,031,390200
"Census Tract 4003, Cook County, Illinois",463800,17,031,400300
"Census Tract 4005, Cook County, Illinois",452000,17,031,400500
"Census Tract 4101, Cook County, Illinois",1233800,17,031,410100
"Census Tract 1606.02, Cook County, Illinois",795800,17,031,160602
"Census Tract 1605.01, Cook County, Illinois",661200,17,031,160501
"Census Tract 1906.01, Cook County, Illinois",527300,17,031,190601
"Census Tract 1904.01, Cook County, Illinois",393300,17,031,190401
"Census Tract 1904.02, Cook County, Illinois",618400,17,031,190402
"Census Tract 102.01, Cook County, Illinois",1804100,17,031,010201
"Census Tract 105.02, Cook County, Illinois",1204600,17,031,010502
"Census Tract 102.02, Cook County, Illinois",735100,17,031,010202
"Census Tract 105.01, Cook County, Illinois",1926200,17,031,010501
"Census Tract 105.03, Cook County, Illinois",646000,17,031,010503
"Census Tract 107.01, Cook County, Illinois",760200,17,031,010701
"Census Tract 107.02, Cook County, Illinois",1554300,17,031,010702
"Census Tract 203.02, Cook County, Illinois",728300,17,031,020302
"Census Tract 206.02, Cook County, Illinois",838400,17,031,020602
"Census Tract 207.01, Cook County, Illinois",308400,17,031,020701
"Census Tract 203.01, Cook County, Illinois",367500,17,031,020301
"Census Tract 206.01, Cook County, Illinois",1082800,17,031,020601
"Census Tract 207.02, Cook County, Illinois",1606300,17,031,020702
"Census Tract 208.01, Cook County, Illinois",1272400,17,031,020801
"Census Tract 208.02, Cook County, Illinois",1532600,17,031,020802
"Census Tract 209.01, Cook County, Illinois",1416900,17,031,020901
"Census Tract 209.02, Cook County, Illinois",638800,17,031,020902
"Census Tract 2714, Cook County, Illinois",310300,17,031,271400
"Census Tract 2801, Cook County, Illinois",5508600,17,031,280100
"Census Tract 8235, Cook County, Illinois",558800,17,031,823500
"Census Tract 8215, Cook County, Illinois",283200,17,031,821500
"Census Tract 8218, Cook County, Illinois",489200,17,031,821800
"Census Tract 8234, Cook County, Illinois",554100,17,031,823400
"Census Tract 3103, Cook County, Illinois",491300,17,031,310300
"Census Tract 8239.01, Cook County, Illinois",137000,17,031,823901
"Census Tract 8246.01, Cook County, Illinois",227600,17,031,824601
"Census Tract 8247.02, Cook County, Illinois",431800,17,031,824702
"Census Tract 2002, Cook County, Illinois",777200,17,031,200200
"Census Tract 2214, Cook County, Illinois",1027100,17,031,221400
"Census Tract 8171.01, Cook County, Illinois",674000,17,031,817101
"Census Tract 8172, Cook County, Illinois",679700,17,031,817200
"Census Tract 8174, Cook County, Illinois",274600,17,031,817400
"Census Tract 8199, Cook County, Illinois",81300,17,031,819900
"Census Tract 8205.01, Cook County, Illinois",294900,17,031,820501
"Census Tract 8224, Cook County, Illinois",791000,17,031,822400
"Census Tract 8228.02, Cook County, Illinois",158400,17,031,822802
"Census Tract 8233.03, Cook County, Illinois",485300,17,031,823303
"Census Tract 314, Cook County, Illinois",1623100,17,031,031400
"Census Tract 406, Cook County, Illinois",923100,17,031,040600
"Census Tract 8176, Cook County, Illinois",398400,17,031,817600
"Census Tract 8184.02, Cook County, Illinois",449200,17,031,818402
"Census Tract 8268, Cook County, Illinois",552300,17,031,826800
"Census Tract 8269.02, Cook County, Illinois",177900,17,031,826902
"Census Tract 5102, Cook County, Illinois",255100,17,031,510200
"Census Tract 5705, Cook County, Illinois",297100,17,031,570500
"Census Tract 6006, Cook County, Illinois",454800,17,031,600600
"Census Tract 6112, Cook County, Illinois",361600,17,031,611200
"Census Tract 6408, Cook County, Illinois",116500,17,031,640800
"Census Tract 6709, Cook County, Illinois",167700,17,031,670900
"Census Tract 6913, Cook County, Illinois",357700,17,031,691300
"Census Tract 4307, Cook County, Illinois",912900,17,031,430700
"Census Tract 4904, Cook County, Illinois",131900,17,031,490400
"Census Tract 8241.06, Cook County, Illinois",353200,17,031,824106
"Census Tract 8068.02, Cook County, Illinois",491400,17,031,806802
"Census Tract 8094, Cook County, Illinois",2517700,17,031,809400
"Census Tract 6103, Cook County, Illinois",594400,17,031,610300
"Census Tract 6118, Cook County, Illinois",319300,17,031,611800
"Census Tract 6812, Cook County, Illinois",451200,17,031,681200
"Census Tract 7110, Cook County, Illinois",324800,17,031,711000
"Census Tract 8006, Cook County, Illinois",191500,17,031,800600
"Census Tract 8043.05, Cook County, Illinois",605700,17,031,804305
"Census Tract 8099, Cook County, Illinois",834500,17,031,809900
"Census Tract 8117.02, Cook County, Illinois",443900,17,031,811702
"Census Tract 8160, Cook County, Illinois",1011400,17,031,816000
"Census Tract 8194, Cook County, Illinois",677400,17,031,819400
"Census Tract 2109, Cook County, Illinois",1004300,17,031,210900
"Census Tract 2602, Cook County, Illinois",186500,17,031,260200
"Census Tract 8155, Cook County, Illinois",612500,17,031,815500
"Census Tract 8180, Cook County, Illinois",397400,17,031,818000
"Census Tract 8229, Cook County, Illinois",151100,17,031,822900
"Census Tract 8239.04, Cook County, Illinois",68000,17,031,823904
"Census Tract 8264.02, Cook County, Illinois",529700,17,031,826402
"Census Tract 8294.01, Cook County, Illinois",100600,17,031,829401
"Census Tract 2411, Cook County, Illinois",1295500,17,031,241100
"Census Tract 2420, Cook County, Illinois",2027800,17,031,242000
"Census Tract 2421, Cook County, Illinois",1406900,17,031,242100
"Census Tract 2506, Cook County, Illinois",305700,17,031,250600
"Census Tract 2511, Cook County, Illinois",686500,17,031,251100
"Census Tract 309, Cook County, Illinois",813000,17,031,030900
"Census Tract 319, Cook County, Illinois",910500,17,031,031900
"Census Tract 502, Cook County, Illinois",1016400,17,031,050200
"Census Tract 8021, Cook County, Illinois",232600,17,031,802100
"Census Tract 8028.01, Cook County, Illinois",283200,17,031,802801
"Census Tract 8031, Cook County, Illinois",155600,17,031,803100
"Census Tract 8036.07, Cook County, Illinois",208600,17,031,803607
"Census Tract 8046.06, Cook County, Illinois",317300,17,031,804606
"Census Tract 8047.05, Cook County, Illinois",419900,17,031,804705
"Census Tract 8047.10, Cook County, Illinois",293700,17,031,804710
"Census Tract 8047.11, Cook County, Illinois",1819800,17,031,804711
"Census Tract 8051.06, Cook County, Illinois",201700,17,031,805106
"Census Tract 8051.09, Cook County, Illinois",180700,17,031,805109
"Census Tract 8050.02, Cook County, Illinois",1591800,17,031,805002
"Census Tract 8048.03, Cook County, Illinois",788500,17,031,804803
"Census Tract 8048.08, Cook County, Illinois",19700,17,031,804808
"Census Tract 8049.02, Cook County, Illinois",191100,17,031,804902
"Census Tract 8051.12, Cook County, Illinois",464900,17,031,805112
"Census Tract 8055.02, Cook County, Illinois",318500,17,031,805502
"Census Tract 8058.01, Cook County, Illinois",121800,17,031,805801
"Census Tract 8067, Cook County, Illinois",,17,031,806700
"Census Tract 8078, Cook County, Illinois",57000,17,031,807800
"Census Tract 8090, Cook County, Illinois",565700,17,031,809000
"Census Tract 8091, Cook County, Illinois",657800,17,031,809100
"Census Tract 8103.02, Cook County, Illinois",456000,17,031,810302
"Census Tract 8105.02, Cook County, Illinois",487400,17,031,810502
"Census Tract 8107.01, Cook County, Illinois",901400,17,031,810701
"Census Tract 8108, Cook County, Illinois",392900,17,031,810800
"Census Tract 8114.02, Cook County, Illinois",295300,17,031,811402
"Census Tract 8115, Cook County, Illinois",417300,17,031,811500
"Census Tract 8119, Cook County, Illinois",223900,17,031,811900
"Census Tract 1910, Cook County, Illinois",248200,17,031,191000
"Census Tract 8056, Cook County, Illinois",55500,17,031,805600
"Census Tract 8060.04, Cook County, Illinois",1090500,17,031,806004
"Census Tract 8072, Cook County, Illinois",261800,17,031,807200
"Census Tract 8075, Cook County, Illinois",112400,17,031,807500
"Census Tract 8285.05, Cook County, Illinois",604500,17,031,828505
"Census Tract 8287.01, Cook County, Illinois",296500,17,031,828701
"Census Tract 8290, Cook County, Illinois",160100,17,031,829000
"Census Tract 8294.02, Cook County, Illinois",248400,17,031,829402
"Census Tract 1002, Cook County, Illinois",636600,17,031,100200
"Census Tract 1003, Cook County, Illinois",1158200,17,031,100300
"Census Tract 1204, Cook County, Illinois",284500,17,031,120400
"Census Tract 1503, Cook County, Illinois",1196500,17,031,150300
"Census Tract 1512, Cook County, Illinois",307700,17,031,151200
"Census Tract 1602, Cook County, Illinois",334300,17,031,160200
"Census Tract 1704, Cook County, Illinois",459600,17,031,170400
"Census Tract 1708, Cook County, Illinois",406000,17,031,170800
"Census Tract 1801, Cook County, Illinois",440300,17,031,180100
"Census Tract 2520, Cook County, Illinois",1336000,17,031,252000
"Census Tract 2601, Cook County, Illinois",264500,17,031,260100
"Census Tract 2607, Cook County, Illinois",261900,17,031,260700
"Census Tract 2713, Cook County, Illinois",161800,17,031,271300
"Census Tract 817, Cook County, Illinois",3740900,17,031,081700
"Census Tract 1001, Cook County, Illinois",814300,17,031,100100
"Census Tract 1005, Cook County, Illinois",292800,17,031,100500
"Census Tract 1301, Cook County, Illinois",646800,17,031,130100
"Census Tract 1402, Cook County, Illinois",1289000,17,031,140200
"Census Tract 1405, Cook County, Illinois",620200,17,031,140500
"Census Tract 1603, Cook County, Illinois",917100,17,031,160300
"Census Tract 1608, Cook County, Illinois",1113200,17,031,160800
"Census Tract 8116, Cook County, Illinois",947500,17,031,811600
"Census Tract 8118, Cook County, Illinois",366800,17,031,811800
"Census Tract 8144, Cook County, Illinois",729700,17,031,814400
"Census Tract 8157.02, Cook County, Illinois",662100,17,031,815702
"Census Tract 8158, Cook County, Illinois",151000,17,031,815800
"Census Tract 8161, Cook County, Illinois",901600,17,031,816100
"Census Tract 8163, Cook County, Illinois",460200,17,031,816300
"Census Tract 8170, Cook County, Illinois",586200,17,031,817000
"Census Tract 8185, Cook County, Illinois",173700,17,031,818500
"Census Tract 8187, Cook County, Illinois",183100,17,031,818700
"Census Tract 2001, Cook County, Illinois",532500,17,031,200100
"Census Tract 1609, Cook County, Illinois",543200,17,031,160900
"Census Tract 8241.17, Cook County, Illinois",73100,17,031,824117
"Census Tract 8241.19, Cook County, Illinois",69000,17,031,824119
"Census Tract 8241.20, Cook County, Illinois",147200,17,031,824120
"Census Tract 8241.21, Cook County, Illinois",128200,17,031,824121
"Census Tract 8241.22, Cook County, Illinois",205300,17,031,824122
"Census Tract 8241.23, Cook County, Illinois",486300,17,031,824123
"Census Tract 8253.03, Cook County, Illinois",697800,17,031,825303
"Census Tract 8253.04, Cook County, Illinois",341400,17,031,825304
"Census Tract 8300.07, Cook County, Illinois",707000,17,031,830007
"Census Tract 8300.08, Cook County, Illinois",145500,17,031,830008
"Census Tract 8305, Cook County, Illinois",337700,17,031,830500
"Census Tract 8306, Cook County, Illinois",1330400,17,031,830600
"Census Tract 8307, Cook County, Illinois",1082900,17,031,830700
"Census Tract 8308, Cook County, Illinois",1350300,17,031,830800
"Census Tract 8309, Cook County, Illinois",848100,17,031,830900
"Census Tract 8310, Cook County, Illinois",740000,17,031,831000
"Census Tract 8311, Cook County, Illinois",1619100,17,031,831100
"Census Tract 8312, Cook County, Illinois",645400,17,031,831200
"Census Tract 8313, Cook County, Illinois",123700,17,031,831300
"Census Tract 8314, Cook County, Illinois",473800,17,031,831400
"Census Tract 8315, Cook County, Illinois",470800,17,031,831500
"Census Tract 8316, Cook County, Illinois",1010100,17,031,831600
"Census Tract 8317, Cook County, Illinois",354700,17,031,831700
"Census Tract 8318, Cook County, Illinois",1074300,17,031,831800
"Census Tract 8319, Cook County, Illinois",1248700,17,031,831900
"Census Tract 8320, Cook County, Illinois",782300,17,031,832000
"Census Tract 8321, Cook County, Illinois",1677600,17,031,832100
"Census Tract 8322, Cook County, Illinois",1320500,17,031,832200
"Census Tract 8323, Cook County, Illinois",821100,17,031,832300
"Census Tract 8324, Cook County, Illinois",917100,17,031,832400
"Census Tract 8325, Cook County, Illinois",958200,17,031,832500
"Census Tract 4102, Cook County, Illinois",616300,17,031,410200
"Census Tract 4106, Cook County, Illinois",846400,17,031,410600
"Census Tract 4110, Cook County, Illinois",1088000,17,031,411000
"Census Tract 4308, Cook County, Illinois",396000,17,031,430800
"Census Tract 4309, Cook County, Illinois",381200,17,031,430900
"Census Tract 4403, Cook County, Illinois",548400,17,031,440300
"Census Tract 4406, Cook County, Illinois",87700,17,031,440600
"Census Tract 4606, Cook County, Illinois",151200,17,031,460600
"Census Tract 407, Cook County, Illinois",1143000,17,031,040700
"Census Tract 409, Cook County, Illinois",671100,17,031,040900
"Census Tract 601, Cook County, Illinois",938800,17,031,060100
"Census Tract 603, Cook County, Illinois",905200,17,031,060300
"Census Tract 604, Cook County, Illinois",1249900,17,031,060400
"Census Tract 620, Cook County, Illinois",1458700,17,031,062000
"Census Tract 622, Cook County, Illinois",987300,17,031,062200
"Census Tract 625, Cook County, Illinois",666300,17,031,062500
"Census Tract 631, Cook County, Illinois",1257500,17,031,063100
"Census Tract 902, Cook County, Illinois",812000,17,031,090200
"Census Tract 1004, Cook County, Illinois",55800,17,031,100400
"Census Tract 1007, Cook County, Illinois",232400,17,031,100700
"Census Tract 1203, Cook County, Illinois",184200,17,031,120300
"Census Tract 2925, Cook County, Illinois",701200,17,031,292500
"Census Tract 715, Cook County, Illinois",4345900,17,031,071500
"Census Tract 3906, Cook County, Illinois",396300,17,031,390600
"Census Tract 8070, Cook County, Illinois",1206500,17,031,807000
"Census Tract 3815, Cook County, Illinois",113500,17,031,381500
"Census Tract 4107, Cook County, Illinois",835500,17,031,410700
"Census Tract 8083.01, Cook County, Illinois",603300,17,031,808301
"Census Tract 8083.02, Cook County, Illinois",210100,17,031,808302
"Census Tract 8093, Cook County, Illinois",1397700,17,031,809300
"Census Tract 4604, Cook County, Illinois",566400,17,031,460400
"Census Tract 5607, Cook County, Illinois",401900,17,031,560700
"Census Tract 5611, Cook County, Illinois",112400,17,031,561100
"Census Tract 5702, Cook County, Illinois",72000,17,031,570200
"Census Tract 101, Cook County, Illinois",1435600,17,031,010100
"Census Tract 305, Cook County, Illinois",1947700,17,031,030500
"Census Tract 717, Cook County, Illinois",565800,17,031,071700
"Census Tract 202, Cook County, Illinois",663400,17,031,020200
"Census Tract 2303, Cook County, Illinois",139100,17,031,230300
"Census Tract 2309, Cook County, Illinois",1080000,17,031,230900
"Census Tract 2311, Cook County, Illinois",148700,17,031,231100
"Census Tract 2406, Cook County, Illinois",425100,17,031,240600
"Census Tract 2434, Cook County, Illinois",683600,17,031,243400
"Census Tract 2502, Cook County, Illinois",253400,17,031,250200
"Census Tract 2507, Cook County, Illinois",930600,17,031,250700
"Census Tract 2513, Cook County, Illinois",553300,17,031,251300
"Census Tract 2827, Cook County, Illinois",476600,17,031,282700
"Census Tract 4402.01, Cook County, Illinois",1466800,17,031,440201
"Census Tract 5305.01, Cook County, Illinois",463100,17,031,530501
"Census Tract 5305.03, Cook County, Illinois",451600,17,031,530503
"Census Tract 5401.01, Cook County, Illinois",619000,17,031,540101
"Census Tract 5401.02, Cook County, Illinois",419800,17,031,540102
"Census Tract 5805.01, Cook County, Illinois",518500,17,031,580501
"Census Tract 5805.02, Cook County, Illinois",510100,17,031,580502
"Census Tract 6503.01, Cook County, Illinois",292100,17,031,650301
"Census Tract 6503.02, Cook County, Illinois",152000,17,031,650302
"Census Tract 6603.01, Cook County, Illinois",229700,17,031,660301
"Census Tract 6603.02, Cook County, Illinois",730000,17,031,660302
"Census Tract 7003.01, Cook County, Illinois",225000,17,031,700301
"Census Tract 7003.02, Cook County, Illinois",287500,17,031,700302
"Census Tract 7004.01, Cook County, Illinois",380500,17,031,700401
"Census Tract 8048.04, Cook County, Illinois",1024300,17,031,804804
"Census Tract 8051.05, Cook County, Illinois",1650600,17,031,805105
"Census Tract 8051.08, Cook County, Illinois",1714400,17,031,805108
"Census Tract 8057.01, Cook County, Illinois",422900,17,031,805701
"Census Tract 8100, Cook County, Illinois",1988200,17,031,810000
"Census Tract 8102, Cook County, Illinois",1748700,17,031,810200
"Census Tract 8110, Cook County, Illinois",88200,17,031,811000
"Census Tract 8057.02, Cook County, Illinois",69100,17,031,805702
"Census Tract 8068.01, Cook County, Illinois",561500,17,031,806801
"Census Tract 8073, Cook County, Illinois",1370000,17,031,807300
"Census Tract 8080.02, Cook County, Illinois",803000,17,031,808002
"Census Tract 8089, Cook County, Illinois",356000,17,031,808900
"Census Tract 8098, Cook County, Illinois",593900,17,031,809800
"Census Tract 5501, Cook County, Illinois",470900,17,031,550100
"Census Tract 5602, Cook County, Illinois",69700,17,031,560200
"Census Tract 5604, Cook County, Illinois",49100,17,031,560400
"Census Tract 5701, Cook County, Illinois",93000,17,031,570100
"Census Tract 5808, Cook County, Illinois",215800,17,031,580800
"Census Tract 6110, Cook County, Illinois",127100,17,031,611000
"Census Tract 8264.01, Cook County, Illinois",506200,17,031,826401
"Census Tract 8269.01, Cook County, Illinois",243500,17,031,826901
"Census Tract 8270, Cook County, Illinois",406600,17,031,827000
"Census Tract 8283, Cook County, Illinois",254200,17,031,828300
"Census Tract 8045.08, Cook County, Illinois",486800,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",269200,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",631500,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",462100,17,031,804511
"Census Tract 8046.08, Cook County, Illinois",334600,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",1213600,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",336700,17,031,804610
"Census Tract 1709, Cook County, Illinois",162900,17,031,170900
"Census Tract 2203, Cook County, Illinois",647800,17,031,220300
"Census Tract 6301, Cook County, Illinois",104600,17,031,630100
"Census Tract 6610, Cook County, Illinois",829600,17,031,661000
"Census Tract 6702, Cook County, Illinois",106800,17,031,670200
"Census Tract 104, Cook County, Illinois",1613900,17,031,010400
"Census Tract 3801, Cook County, Illinois",443700,17,031,380100
"Census Tract 6718, Cook County, Illinois",114600,17,031,671800
"Census Tract 6911, Cook County, Illinois",475600,17,031,691100
"Census Tract 5303, Cook County, Illinois",226900,17,031,530300
"Census Tract 5609, Cook County, Illinois",205300,17,031,560900
"Census Tract 5803, Cook County, Illinois",239500,17,031,580300
"Census Tract 6113, Cook County, Illinois",382600,17,031,611300
"Census Tract 6116, Cook County, Illinois",131500,17,031,611600
"Census Tract 6203, Cook County, Illinois",586500,17,031,620300
"Census Tract 6204, Cook County, Illinois",163100,17,031,620400
"Census Tract 1201, Cook County, Illinois",76900,17,031,120100
"Census Tract 1401, Cook County, Illinois",845900,17,031,140100
"Census Tract 1508, Cook County, Illinois",675700,17,031,150800
"Census Tract 1511, Cook County, Illinois",846100,17,031,151100
"Census Tract 1601, Cook County, Illinois",457200,17,031,160100
"Census Tract 1604, Cook County, Illinois",942300,17,031,160400
"Census Tract 1711, Cook County, Illinois",243400,17,031,171100
"Census Tract 1903, Cook County, Illinois",702700,17,031,190300
"Census Tract 8036.08, Cook County, Illinois",1316600,17,031,803608
"Census Tract 8236.04, Cook County, Illinois",50900,17,031,823604
"Census Tract 4205, Cook County, Illinois",487700,17,031,420500
"Census Tract 4304, Cook County, Illinois",620700,17,031,430400
"Census Tract 4306, Cook County, Illinois",327100,17,031,430600
