NAME,B25060_001E,state,county,tract
"Census Tract 8339, Cook County, Illinois",372700,17,031,833900
"Census Tract 8340, Cook County, Illinois",857100,17,031,834000
"Census Tract 8342, Cook County, Illinois",880900,17,031,834200
"Census Tract 8343, Cook County, Illinois",489000,17,031,834300
"Census Tract 8344, Cook County, Illinois",1232800,17,031,834400
"Census Tract 8345, Cook County, Illinois",322500,17,031,834500
"Census Tract 8346, Cook County, Illinois",364800,17,031,834600
"Census Tract 8347, Cook County, Illinois",283700,17,031,834700
"Census Tract 8348, Cook County, Illinois",266300,17,031,834800
"Census Tract 8349, Cook County, Illinois",281400,17,031,834900
"Census Tract 8350, Cook County, Illinois",786700,17,031,835000
"Census Tract 8351, Cook County, Illinois",445800,17,031,835100
"Census Tract 8352, Cook County, Illinois",166600,17,031,835200
"Census Tract 8355, Cook County, Illinois",286800,17,031,835500
"Census Tract 8356, Cook County, Illinois",190800,17,031,835600
"Census Tract 8358, Cook County, Illinois",412700,17,031,835800
"Census Tract 8360, Cook County, Illinois",468000,17,031,836000
"Census Tract 8361, Cook County, Illinois",475500,17,031,836100
"Census Tract 8362, Cook County, Illinois",55300,17,031,836200
"Census Tract 8363, Cook County, Illinois",672400,17,031,836300
"Census Tract 8364, Cook County, Illinois",683800,17,031,836400
"Census Tract 8365, Cook County, Illinois",645700,17,031,836500
"Census Tract 8366, Cook County, Illinois",549500,17,031,836600
"Census Tract 8367, Cook County, Illinois",591100,17,031,836700
"Census Tract 8368, Cook County, Illinois",493600,17,031,836800
"Census Tract 8369, Cook County, Illinois",280900,17,031,836900
"Census Tract 8370, Cook County, Illinois",328800,17,031,837000
"Census Tract 8371, Cook County, Illinois",354500,17,031,837100
"Census Tract 8373, Cook County, Illinois",515700,17,031,837300
